country,year,gender,age,share_first_quintile_inc,share_second_quintile_inc,share_third_quintile_inc,share_fourth_quintile_inc,share_fifth_quintile_inc,share_bottom50_inc,share_top10_pct_inc,share_top5_pct_inc,share_top1_pct_inc,share_top0_5_pct_inc,share_top0_1_pct_inc,share_top0_01_pct_inc,gini_coefficient,nobs_log_inc,mean_log_inc,std_log_inc,p1_log_inc,p2_5_log_inc,p5_log_inc,p10_log_inc,p12_5_log_inc,p25_log_inc,p37_5_log_inc,p50_log_inc,p62_5_log_inc,p75_log_inc,p87_5_log_inc,p90_log_inc,p95_log_inc,p97_5_log_inc,p99_log_inc,p99_9_log_inc,p99_99_log_inc,p9010_log_inc,p9050_log_inc,p5010_log_inc,kelley_log_inc,crows_log_inc,nobs_res_log_inc,mean_res_log_inc,std_res_log_inc,p1_res_log_inc,p2_5_res_log_inc,p5_res_log_inc,p10_res_log_inc,p12_5_res_log_inc,p25_res_log_inc,p37_5_res_log_inc,p50_res_log_inc,p62_5_res_log_inc,p75_res_log_inc,p87_5_res_log_inc,p90_res_log_inc,p95_res_log_inc,p97_5_res_log_inc,p99_res_log_inc,p99_9_res_log_inc,p99_99_res_log_inc,p9010_res_log_inc,p9050_res_log_inc,p5010_res_log_inc,kelley_res_log_inc,crows_res_log_inc,nobs_log_perm_inc,mean_log_perm_inc,std_log_perm_inc,p1_log_perm_inc,p2_5_log_perm_inc,p5_log_perm_inc,p10_log_perm_inc,p12_5_log_perm_inc,p25_log_perm_inc,p37_5_log_perm_inc,p50_log_perm_inc,p62_5_log_perm_inc,p75_log_perm_inc,p87_5_log_perm_inc,p90_log_perm_inc,p95_log_perm_inc,p97_5_log_perm_inc,p99_log_perm_inc,p99_9_log_perm_inc,p99_99_log_perm_inc,p9010_log_perm_inc,p9050_log_perm_inc,p5010_log_perm_inc,kelley_log_perm_inc,crows_log_perm_inc,share_below_mininc,nobs_earn_inc,mean_earn_inc,std_earn_inc,p1_earn_inc,p2_5_earn_inc,p5_earn_inc,p10_earn_inc,p12_5_earn_inc,p25_earn_inc,p37_5_earn_inc,p50_earn_inc,p62_5_earn_inc,p75_earn_inc,p87_5_earn_inc,p90_earn_inc,p95_earn_inc,p97_5_earn_inc,p99_earn_inc,p99_9_earn_inc,p99_99_earn_inc,p9010_earn_inc,p9050_earn_inc,p5010_earn_inc,kelley_earn_inc,crows_earn_inc,nobs_res_1yr_log_chg,mean_res_1yr_log_chg,std_res_1yr_log_chg,skew_res_1yr_log_chg,kurt_res_1yr_log_chg,p1_res_1yr_log_chg,p2_5_res_1yr_log_chg,p5_res_1yr_log_chg,p10_res_1yr_log_chg,p12_5_res_1yr_log_chg,p25_res_1yr_log_chg,p37_5_res_1yr_log_chg,p50_res_1yr_log_chg,p62_5_res_1yr_log_chg,p75_res_1yr_log_chg,p87_5_res_1yr_log_chg,p90_res_1yr_log_chg,p95_res_1yr_log_chg,p97_5_res_1yr_log_chg,p99_res_1yr_log_chg,p99_9_res_1yr_log_chg,p99_99_res_1yr_log_chg,p9010_res_1yr_log_chg,p9050_res_1yr_log_chg,p5010_res_1yr_log_chg,kelley_res_1yr_log_chg,crows_res_1yr_log_chg,nobs_res_5yr_log_chg,mean_res_5yr_log_chg,std_res_5yr_log_chg,skew_res_5yr_log_chg,kurt_res_5yr_log_chg,p1_res_5yr_log_chg,p2_5_res_5yr_log_chg,p5_res_5yr_log_chg,p10_res_5yr_log_chg,p12_5_res_5yr_log_chg,p25_res_5yr_log_chg,p37_5_res_5yr_log_chg,p50_res_5yr_log_chg,p62_5_res_5yr_log_chg,p75_res_5yr_log_chg,p87_5_res_5yr_log_chg,p90_res_5yr_log_chg,p95_res_5yr_log_chg,p97_5_res_5yr_log_chg,p99_res_5yr_log_chg,p99_9_res_5yr_log_chg,p99_99_res_5yr_log_chg,p9010_res_5yr_log_chg,p9050_res_5yr_log_chg,p5010_res_5yr_log_chg,kelley_res_5yr_log_chg,crows_res_5yr_log_chg,nobs_arcpct_1yr_chg,mean_arcpct_1yr_chg,std_arcpct_1yr_chg,skew_arcpct_1yr_chg,kurt_arcpct_1yr_chg,p1_arcpct_1yr_chg,p2_5_arcpct_1yr_chg,p5_arcpct_1yr_chg,p10_arcpct_1yr_chg,p12_5_arcpct_1yr_chg,p25_arcpct_1yr_chg,p37_5_arcpct_1yr_chg,p50_arcpct_1yr_chg,p62_5_arcpct_1yr_chg,p75_arcpct_1yr_chg,p87_5_arcpct_1yr_chg,p90_arcpct_1yr_chg,p95_arcpct_1yr_chg,p97_5_arcpct_1yr_chg,p99_arcpct_1yr_chg,p99_9_arcpct_1yr_chg,p99_99_arcpct_1yr_chg,p9010_arcpct_1yr_chg,p9050_arcpct_1yr_chg,p5010_arcpct_1yr_chg,kelley_arcpct_1yr_chg,crows_arcpct_1yr_chg,nobs_arcpct_5yr_chg,mean_arcpct_5yr_chg,std_arcpct_5yr_chg,skew_arcpct_5yr_chg,kurt_arcpct_5yr_chg,p1_arcpct_5yr_chg,p2_5_arcpct_5yr_chg,p5_arcpct_5yr_chg,p10_arcpct_5yr_chg,p12_5_arcpct_5yr_chg,p25_arcpct_5yr_chg,p37_5_arcpct_5yr_chg,p50_arcpct_5yr_chg,p62_5_arcpct_5yr_chg,p75_arcpct_5yr_chg,p87_5_arcpct_5yr_chg,p90_arcpct_5yr_chg,p95_arcpct_5yr_chg,p97_5_arcpct_5yr_chg,p99_arcpct_5yr_chg,p99_9_arcpct_5yr_chg,p99_99_arcpct_5yr_chg,p9010_arcpct_5yr_chg,p9050_arcpct_5yr_chg,p5010_arcpct_5yr_chg,kelley_arcpct_5yr_chg,crows_arcpct_5yr_chg,autocorr_lag1_res_log_inc,autocorr_lag2_res_log_inc,autocorr_lag3_res_log_inc,autocorr_lag4_res_log_inc,autocorr_lag5_res_log_inc,autocorr_lag1_res_1yr_log_chg,autocorr_lag2_res_1yr_log_chg,autocorr_lag3_res_1yr_log_chg,autocorr_lag4_res_1yr_log_chg,autocorr_lag5_res_1yr_log_chg,Pareto_tail_index_5pct,Pareto_tail_index_1pct
IRL,2014,Male,41,,,,,,,,,,,,,,2518,10.37682,0.86204469,8.0488644,8.2942381,8.6584978,9.1399565,9.3019028,9.9385386,10.24716,10.47579,10.70901,10.9796,11.2572,11.33005,11.58795,11.81462,12.09986,13.21012,13.49724,2.190094,0.85426044,1.3358335,-0.21988696,3.3815315,2518,-5.61E-09,0.86204469,-2.3279581,-2.0825839,-1.7183239,-1.236867,-1.074919,-0.4382835,-0.12966309,0.098968402,0.33218521,0.60278261,0.88038099,0.95322639,1.211129,1.437795,1.723034,2.833303,3.1204231,2.1900933,0.854258,1.3358353,-0.21988896,3.3815134,2199,0.0080885,0.69930112,-1.870296,-1.5164599,-1.230442,-0.85916138,-0.75352859,-0.4181194,-0.17563251,0.035304099,0.25537971,0.49572471,0.75712299,0.83275127,1.082163,1.280122,1.5756249,2.334682,2.7012179,1.6919127,0.7974472,0.89446545,-0.057342347,3.0602396,0,2518,44434.301,40746.699,3130.239,4000.7539,5758.875,9320.3506,10958.85,20713.449,28202.301,35446.879,44757.18,58665.34,77435.711,83287.063,107791.2,135214.41,179846,545863.81,727409.63,73966.711,47840.184,26126.527,0.29355985,3.4573679,2243,-0.0055005,0.45387921,-0.1481141,11.22183,-1.60958,-1.085235,-0.67355978,-0.2462212,-0.1776434,-0.080235198,-0.058090799,-0.036960199,-0.0072304,0.052239802,0.242247,0.3599323,0.81210458,1.1409841,1.421864,2.2688169,2.4213071,0.60615349,0.39689249,0.209261,0.3095445,16.804825,2052,0.090263799,0.54350919,0.357954,8.8989096,-1.541909,-1.0218951,-0.57961392,-0.3155835,-0.2496893,-0.1165521,-0.0499327,0.0135591,0.1002204,0.24006011,0.56108361,0.67520022,1.104166,1.441941,1.901316,2.4824591,3.2838471,0.99078369,0.66164112,0.3291426,0.33559144,6.9090066,2732,-0.062752202,0.90423608,-0.34776399,4.2295461,-2,-2,-2,-2,-1.19981,-0.072026603,-0.0115768,0.0121404,0.048115399,0.1244504,0.57387549,0.88154542,2,2,2,2,2,2.8815455,0.86940503,2.0121405,-0.39657032,20.358616,3272,0.1111066,1.267868,-0.0134508,2.314569,-2,-2,-2,-2,-2,-0.3027409,-0.1692546,-0.059528299,0.13071971,0.91437483,2,2,2,2,2,2,2,4,2.0595284,1.9404716,0.029764175,3.2864583,0.73467344,0.67433941,0.64756191,,,-0.15154389,0.00712565,,,,,
IRL,2015,Male,41,,,,,,,,,,,,,,2557,10.38205,0.85179877,8.0541048,8.3095417,8.7021809,9.174696,9.3292351,9.950552,10.24805,10.4969,10.71922,10.97084,11.24173,11.31951,11.5463,11.82503,12.21271,12.87158,13.21742,2.1448145,0.82261086,1.3222036,-0.23293053,3.4455831,2557,9.76E-09,0.85179877,-2.327945,-2.0725081,-1.679868,-1.207353,-1.052814,-0.43149719,-0.1340014,0.1148485,0.33716711,0.58878648,0.85967863,0.9374603,1.164252,1.4429801,1.830663,2.4895289,2.8353679,2.1448133,0.82261181,1.3222015,-0.23292921,3.4455988,2253,0.0085111,0.70675838,-1.999045,-1.574735,-1.29874,-0.87770438,-0.75104588,-0.40660551,-0.17880321,0.074523203,0.2782433,0.491997,0.74199218,0.80916327,1.045586,1.2870359,1.633577,2.1978171,2.471483,1.6868677,0.73464006,0.95222759,-0.12898909,3.1846907,0,2557,44276.18,38311.59,3146.6851,4062.4509,6016.019,9649.835,11262.51,20963.779,28227.381,36203.02,45216.461,58153.16,76246.609,82413.906,103393.8,136629.7,201332.41,389094.69,549859.13,72764.07,46210.887,26553.184,0.27015674,3.5646534,2299,-0.0143836,0.4801915,-0.1204141,11.80315,-1.580431,-1.219469,-0.74297053,-0.2657451,-0.19960301,-0.1015291,-0.077043399,-0.052878302,-0.0211163,0.046564199,0.26582631,0.37642199,0.8677913,1.2349401,1.552864,2.421864,2.7512989,0.64216709,0.42930028,0.2128668,0.33703607,16.573397,2042,0.040390398,0.55319113,0.1466912,8.0842857,-1.643513,-1.197185,-0.73188019,-0.4047862,-0.3429766,-0.1520472,-0.070182897,-0.0036379,0.064917497,0.1921338,0.4888829,0.6438607,1.082625,1.4480309,1.859408,2.345371,2.7694311,1.0486469,0.64749861,0.40114829,0.23492208,7.6855373,2750,-0.074312098,0.88114589,-0.3545514,4.355135,-2,-2,-2,-2,-1.1046931,-0.084752902,-0.029472901,-0.0031327,0.032411199,0.1141882,0.52200621,0.80042237,1.907114,2,2,2,2,2.8004224,0.80355507,1.9968673,-0.42611864,20.106453,3214,0.0299282,1.261186,0.0122718,2.347152,-2,-2,-2,-2,-2,-0.3967303,-0.15536509,-0.051821802,0.082659297,0.63793051,2,2,2,2,2,2,2,4,2.0518217,1.9481782,0.025910884,3.8660011,0.74269307,0.6862157,0.65905672,0.61223638,,-0.19061826,0.035903431,0.047887154,,,,
IRL,2016,Male,41,,,,,,,,,,,,,,2868,10.38504,0.82743227,8.1300926,8.4377699,8.7654715,9.2057734,9.3451128,9.9723806,10.27119,10.46157,10.67674,10.95021,11.25558,11.34028,11.55393,11.78354,12.09715,13.08985,13.52481,2.1345062,0.87870979,1.2557964,-0.17666224,3.4216309,2868,6.7E-10,0.82743227,-2.2549429,-1.947266,-1.619565,-1.179262,-1.039923,-0.41265509,-0.113846,0.076534599,0.29170021,0.56517869,0.87054622,0.95524669,1.168896,1.398508,1.712116,2.7048149,3.1397719,2.1345086,0.87871206,1.2557967,-0.17666109,3.4216182,2492,0.0047532,0.68977171,-1.9623719,-1.5287631,-1.200753,-0.85228097,-0.74424022,-0.39675361,-0.1715215,0.023607399,0.24699271,0.4833633,0.75200433,0.83695757,1.014145,1.23613,1.518164,2.487345,2.7763009,1.6892385,0.8133502,0.87588835,-0.037021503,3.1415067,0,2868,43833.129,38486.629,3395.115,4618.2451,6409.0752,9954.4346,11442.76,21426.439,28888.23,34946.398,43335.871,56966.25,77310.219,84143.813,104185.8,131077.5,179360.3,484005.09,747738.13,74189.375,49197.414,24991.965,0.32626572,3.5582423,2532,-0.026005501,0.44407889,-0.53085381,11.39939,-1.651427,-1.121751,-0.64922333,-0.25813961,-0.2004347,-0.1091395,-0.081697501,-0.060422901,-0.0271111,0.0304866,0.24554621,0.38328651,0.77012342,1.132872,1.351294,1.925521,2.1803169,0.64142609,0.4437094,0.19771671,0.38350901,16.147575,2277,0.077489898,0.55928808,0.19535939,7.6614571,-1.47442,-1.132725,-0.78431702,-0.45571041,-0.3256292,-0.1169281,-0.038305301,0.0288601,0.1139555,0.2413702,0.58359432,0.69584179,1.1431251,1.390146,1.881735,2.326622,3.5435951,1.1515522,0.6669817,0.4845705,0.15840462,7.0412588,3069,-0.099451102,0.89021862,-0.40655881,4.2629318,-2,-2,-2,-2,-1.349775,-0.0968275,-0.030304,-0.0055298,0.031166401,0.1018948,0.53475058,0.74038899,1.712571,2,2,2,2,2.7403889,0.74591881,1.9944702,-0.45561105,20.128592,3703,0.063731901,1.294493,0.020744599,2.2201729,-2,-2,-2,-2,-2,-0.42360449,-0.18254671,-0.077129997,0.1039514,0.90011531,2,2,2,2,2,2,2,4,2.0771301,1.92287,0.03856501,3.0217876,0.736561,0.68266433,0.65494692,0.62586123,0.64340878,-0.27622437,0.031216305,0.026456213,-0.00010568,,,
IRL,2017,Male,41,,,,,,,,,,,,,,2983,10.40816,0.8095358,8.2527056,8.4775229,8.804512,9.2864304,9.4696827,9.9767799,10.25666,10.46494,10.70333,10.95558,11.25569,11.34779,11.57686,11.79704,12.14623,12.63764,13.22624,2.0613594,0.88284969,1.1785097,-0.14342964,3.3914158,2983,-2.11E-09,0.8095358,-2.1554539,-1.930637,-1.603647,-1.121729,-0.93847668,-0.43137941,-0.15150081,0.0567826,0.2951678,0.54741752,0.84752929,0.93962657,1.168696,1.3888839,1.738075,2.229481,2.818083,2.0613556,0.88284397,1.1785116,-0.1434336,3.3914297,2604,0.0175127,0.66986978,-1.752944,-1.3723381,-1.129416,-0.83656561,-0.74526173,-0.3870059,-0.16779479,0.042720702,0.24028631,0.4806127,0.76092482,0.81924379,1.019075,1.2297781,1.616837,2.326478,2.7728901,1.6558094,0.77652311,0.87928629,-0.0620622,2.9991474,0,2983,44467.59,37592.629,3837.9961,4805.5332,6664.248,10790.6,12960.77,21520.91,28471.5,35064.41,44503.672,57272.551,77318.539,84777.523,106601.8,132859,188383.3,307933.91,554733.13,73986.922,49713.113,24273.811,0.34383512,3.5817509,2674,-0.0177713,0.45659149,-0.098249704,10.96394,-1.518708,-1.146719,-0.67784321,-0.2810365,-0.20794021,-0.1060077,-0.084112301,-0.0587999,-0.0269862,0.044089202,0.28273571,0.39254081,0.79454982,1.153653,1.483068,2.1023071,2.7116201,0.67357731,0.45134071,0.2222366,0.34013036,15.325912,2395,0.1154126,0.55423713,-0.0011606,8.8740511,-1.720829,-1.086606,-0.69059807,-0.34856001,-0.26193199,-0.072769798,-0.0008255,0.067408897,0.159429,0.29712051,0.60403949,0.71382558,1.062534,1.429921,1.862347,2.784539,3.4281421,1.0623856,0.64641666,0.41596889,0.21691538,6.8034415,3186,-0.091069102,0.86604631,-0.38044989,4.4746132,-2,-2,-2,-2,-1.056605,-0.1009915,-0.046836399,-0.019499499,0.0179643,0.1051158,0.50785732,0.72512817,1.551652,2,2,2,2,2.7251282,0.74462765,1.9805005,-0.45350999,19.407366,3943,0.1245497,1.297964,-0.0167129,2.206965,-2,-2,-2,-2,-2,-0.3514531,-0.17165449,-0.0550832,0.16564891,1.111003,2,2,2,2,2,2,2,4,2.0550833,1.9449168,0.027541608,2.7351248,0.72181892,0.66325366,0.63110203,0.58620965,0.59320956,-0.28492153,-0.000279444,0.037440132,-0.006574635,0.04207265,,
IRL,2018,Male,41,,,,,,,,,,,,,,3097,10.40244,0.85048342,8.1028891,8.3744764,8.7355251,9.2037182,9.3660612,9.9751568,10.27028,10.48184,10.71426,10.98154,11.29724,11.37494,11.60015,11.86205,12.26067,13.00078,13.25973,2.1712217,0.89309978,1.2781219,-0.17732973,3.4654539,3097,-7.3E-10,0.85048342,-2.299556,-2.0279679,-1.6669199,-1.198727,-1.036384,-0.42728791,-0.1321639,0.079396397,0.31181729,0.57909501,0.89479649,0.97249329,1.197703,1.459602,1.858225,2.5983329,2.857281,2.1712203,0.89309692,1.2781234,-0.17733182,3.4654503,2726,0.0067284,0.68542951,-1.79396,-1.470142,-1.181976,-0.87670338,-0.74490088,-0.39659899,-0.1850902,0.0061267,0.22650801,0.47650409,0.76600438,0.83688152,1.066507,1.2852319,1.588179,2.35991,2.574894,1.7135849,0.83075482,0.88283008,-0.030389663,3.1558404,0,3097,45473.77,40756.441,3304,4335,6220,9934,11685,21486,28862,35662,44993,58779,80599,87111,109114,141782,211223,442758,573622,77177,51449,25728,0.33327287,3.6855979,2727,-0.058440801,0.46965969,-0.1287546,10.59858,-1.569972,-1.083277,-0.71959901,-0.32141519,-0.27049181,-0.1642811,-0.1368372,-0.1130526,-0.074440204,-0.0036223,0.25992271,0.41094279,0.87476128,1.2114429,1.42636,2.0374489,2.3351481,0.73235798,0.5239954,0.20836258,0.43098161,14.283189,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210,-0.1370829,0.84481609,-0.78943259,4.2583151,-2,-2,-2,-2,-1.670756,-0.096448898,-0.0177963,0.0130414,0.049675498,0.1241819,0.42633849,0.6122129,1.120067,1.425776,2,2,2,2.6122129,0.59917152,2.0130415,-0.54125375,15.527189,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70805669,0.6563893,0.63258487,0.60506117,0.61482364,-0.22422816,-0.029694267,0.030212574,-0.037895694,0.053020958,,
IRL,2019,Male,41,,,,,,,,,,,,,,3162,10.50382,0.80612803,8.1518974,8.5470772,8.9576778,9.440258,9.6012688,10.11741,10.37396,10.56564,10.77464,11.03195,11.30969,11.39304,11.65317,11.92968,12.36849,13.02552,13.3233,1.9527817,0.82739925,1.1253824,-0.15259421,3.6986918,3162,-5.22E-09,0.80612803,-2.351922,-1.956742,-1.546141,-1.063561,-0.90255022,-0.38640639,-0.1298613,0.061822001,0.27081829,0.52813202,0.80586678,0.88922358,1.149353,1.425864,1.8646719,2.5217021,2.819478,1.9527845,0.82740158,1.125383,-0.15259309,3.6987031,2805,0.0072273,0.67138243,-1.788758,-1.437537,-1.114077,-0.80181748,-0.70887148,-0.39778391,-0.1819483,0.0122999,0.22211111,0.45417631,0.72036779,0.78832191,1.045846,1.2880189,1.675732,2.579819,2.9871371,1.5901394,0.77602202,0.81411737,-0.023957243,3.1991587,0,3162,48984.16,43815.07,3469.9561,5151.6738,7767.3018,12584.97,14783.53,24770.59,32014.93,38779.27,47793.148,61818.039,81608.219,88702.422,115055.7,151703.41,235270.41,453849.59,611271.69,76117.453,49923.152,26194.301,0.31173995,3.9557848,2759,-0.069877401,0.4357512,0.061262298,9.1781292,-1.489293,-1.084102,-0.70431519,-0.4155111,-0.34451389,-0.1906233,-0.1220913,-0.084590897,-0.047693301,0.0070496,0.20744319,0.31252101,0.75728232,1.09091,1.3388931,1.791059,2.434628,0.72803211,0.39711189,0.33092022,0.090918615,11.003086,,,,,,,,,,,,,,,,,,,,,,,,,,,,3263,-0.1850867,0.83887398,-0.82949102,4.136106,-2,-2,-2,-2,-2,-0.19531099,-0.0447019,0.020206699,0.061540499,0.1156332,0.33140329,0.47927141,0.99349391,1.30448,2,2,2,2.4792714,0.45906472,2.0202067,-0.62967771,10.627245,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72467065,0.67108828,0.66291875,0.62535077,0.59570438,-0.25217396,0.009496063,0.039208651,-0.003959289,0.02829463,,
IRL,2020,Male,41,,,,,,,,,,,,,,3198,10.50742,0.78056931,8.2298527,8.5814114,9.0481405,9.4532537,9.6390095,10.11725,10.36093,10.57066,10.7768,11.01776,11.31717,11.38584,11.63688,11.87216,12.15203,13.02196,13.32318,1.9325867,0.81518078,1.1174059,-0.15638374,3.6543171,3198,5.9E-09,0.78056931,-2.27757,-1.926011,-1.459282,-1.0541691,-0.86841291,-0.39017001,-0.1464909,0.063234903,0.26937881,0.51033318,0.80974692,0.87842,1.129462,1.364741,1.644609,2.5145359,2.8157561,1.9325891,0.81518507,1.117404,-0.15638033,3.6543479,2887,0.0176489,0.63907582,-1.783494,-1.3483829,-1.056904,-0.74122107,-0.63887942,-0.3643643,-0.1732422,0.014273,0.2166875,0.43836531,0.7111963,0.78001922,1.024853,1.249825,1.535962,2.2623301,2.5008559,1.5212402,0.76574624,0.75549406,0.006739355,3.2367163,0,3198,48218.898,41152.191,3751.281,5331.624,8502.7109,12749.58,15352.13,24766.641,31600.609,38974.27,47896.66,60946.75,82221.227,88066.078,113197,143223.8,189478.5,452235.41,611199.13,75316.5,49091.809,26224.689,0.30361366,3.8112702,2910,-0.021111,0.40493411,0.102322,9.5334997,-1.4066581,-1.0358419,-0.61792171,-0.27475679,-0.2262143,-0.1217889,-0.088780299,-0.057504501,-0.0170478,0.053684399,0.25469029,0.36750659,0.74331957,1.005695,1.3132041,1.99432,2.447773,0.64226341,0.4250111,0.21725228,0.32347915,11.634459,,,,,,,,,,,,,,,,,,,,,,,,,,,,3347,-0.066354297,0.78927559,-0.63891828,5.2621031,-2,-2,-2,-1.187034,-0.66167152,-0.0763252,-0.021976801,0.0101359,0.054669499,0.1347363,0.43641359,0.60308242,1.096822,2,2,2,2,1.7901164,0.59294653,1.1971699,-0.337533,18.951822,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74822694,0.69829202,0.67650086,0.65336561,0.63255668,-0.26766598,-0.053877018,0.004258709,-0.010127922,0.024051638,,
IRL,2021,Male,41,,,,,,,,,,,,,,3438,10.47382,0.81670898,8.2723083,8.5719357,8.8934574,9.3403625,9.5102816,10.06294,10.33584,10.54679,10.76258,11.01372,11.28988,11.36934,11.63552,11.9629,12.2965,13.19928,13.38247,2.0289774,0.82254982,1.2064276,-0.18919764,3.5665083,3438,1.85E-09,0.81670898,-2.20151,-1.901883,-1.580361,-1.133456,-0.96353728,-0.41087639,-0.1379758,0.0729708,0.28876391,0.53990167,0.81606191,0.89552492,1.161701,1.489082,1.822677,2.7254601,2.9086549,2.028981,0.82255411,1.2064267,-0.18919478,3.5665157,2907,0.0114211,0.64717358,-1.6850359,-1.372807,-1.0721231,-0.77108908,-0.68280941,-0.3760066,-0.17178871,0.0066695,0.20933101,0.4281573,0.69342369,0.77154869,1.003826,1.3278559,1.6794,2.4009991,2.8276491,1.5426378,0.76487917,0.7777586,-0.008348966,3.3583488,0,3438,48314.59,46864.898,3913.9729,5281.3452,7284.1592,11388.54,13497.79,23457.43,30817.641,38055.078,47220.48,60701.32,80007.93,86624.977,113042.6,156827.41,218927.3,539975.19,648536.63,75236.438,48569.898,26666.539,0.29112703,4.0690179,3131,-0.0114369,0.44845039,0.58708942,8.7608051,-1.283906,-0.92027462,-0.53635287,-0.30130851,-0.25276169,-0.1717556,-0.1343144,-0.098007999,-0.0421074,0.062723301,0.4093267,0.52445519,0.906313,1.199929,1.46545,2.223208,2.6852419,0.8257637,0.62246317,0.20330051,0.50760609,9.0421934,,,,,,,,,,,,,,,,,,,,,,,,,,,,3567,-0.037756901,0.78957558,-0.74254251,5.1428981,-2,-2,-2,-1.049389,-0.5447911,-0.082575902,-0.031396199,0.0104663,0.063059703,0.1804146,0.58493418,0.72210097,1.174105,2,2,2,2,1.77149,0.7116347,1.0598553,-0.19656935,15.209675,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7088809,0.66140312,0.61517191,0.60246158,0.59065175,-0.34554514,0.054216009,0.014168138,-0.062304098,0.076256938,,
IRL,2022,Male,41,,,,,,,,,,,,,,3782,10.41115,0.85667628,8.0949564,8.3757153,8.7454023,9.226366,9.4091082,9.9779577,10.27163,10.49155,10.70705,10.98359,11.30298,11.40072,11.68691,11.94188,12.21144,12.98646,13.19852,2.1743536,0.9091692,1.2651844,-0.16373381,3.5461915,3782,1.95E-09,0.85667628,-2.316191,-2.0354321,-1.665745,-1.184781,-1.002039,-0.43318969,-0.1395181,0.080398798,0.29590681,0.57243788,0.89183593,0.98956943,1.275767,1.530732,1.800294,2.575315,2.7873721,2.1743503,0.90917063,1.2651798,-0.16373126,3.5462077,2969,0.0078793,0.67045218,-1.774883,-1.403247,-1.138234,-0.80733359,-0.7017352,-0.38693681,-0.19229379,-0.0023095,0.2004493,0.4549163,0.75606853,0.83803678,1.085724,1.311897,1.608399,2.2968669,2.632998,1.6453704,0.84034628,0.80502409,0.021467622,3.2251992,0,3782,46080.77,41098.852,3277.895,4340.3711,6281.7422,10161.55,12198.99,21546.26,28900.939,36009.789,44669.84,58899.352,81063.109,89385.742,119004.3,153565,201076.5,436464.5,539565.88,79224.195,53375.953,25848.238,0.34746602,3.9949739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65621537,0.62723655,0.5965659,0.5600096,0.55976981,-0.28027877,-0.091029719,0.000522896,0.023372203,0.053324137,,
IRL,2011,All genders,42,,,,,,,,,,,,,,3471,10.36796,0.82500827,8.0475454,8.3801908,8.7542343,9.2128391,9.387105,9.9265318,10.24277,10.46578,10.69909,10.93466,11.19051,11.26566,11.51935,11.78123,12.0672,12.49401,13.19055,2.0528212,0.79988003,1.2529411,-0.22070169,3.3736179,3471,-5.53E-09,0.80510908,-2.3235271,-1.984138,-1.599643,-1.089507,-0.92062968,-0.40570849,-0.1389315,0.091523699,0.30640939,0.55432367,0.83014369,0.89301002,1.1096489,1.366725,1.6829571,2.062263,2.6407931,1.982517,0.80148631,1.1810306,-0.19144568,3.4903653,,,,,,,,,,,,,,,,,,,,,,,,,,0,3471,42693.5,34222.32,3126.114,4359.8398,6337.4678,10025.02,11933.5,20466.24,28078.779,35093.801,44315.301,56087.16,72439.719,78093.648,100644.7,130774.4,174067.5,266735.81,535282.31,68068.625,42999.848,25068.781,0.2634263,3.5488853,3307,0.063636303,0.40778229,-1.04449,16.82872,-1.54328,-0.89110333,-0.42752251,-0.13486549,-0.081987299,0.0143819,0.036625098,0.050919101,0.072597697,0.1148505,0.242846,0.3271212,0.65252799,1.090456,1.434395,1.904953,2.494463,0.46198669,0.27620208,0.18578459,0.19571449,19.723171,3255,0.15919369,0.53470868,0.0118117,9.6025391,-1.468069,-0.99462658,-0.63592798,-0.2301508,-0.1472405,-1E-04,0.049786001,0.1050893,0.1732801,0.2916595,0.5956127,0.70916402,1.142545,1.48294,1.903855,2.572108,2.871896,0.93931484,0.60407472,0.3352401,0.28620288,8.4918108,3766,0.043859102,0.7539404,0.18238629,6.0153632,-2,-2,-1.624279,-0.4007518,-0.2492214,-0.062484998,-0.033964399,-0.0159982,0.0112693,0.076351702,0.4949359,0.86155319,2,2,2,2,2,1.262305,0.87755138,0.38475358,0.39039516,28.810825,4387,0.2613979,1.050316,0.27873811,2.8135669,-2,-2,-1.915291,-0.64769828,-0.44068289,-0.2226039,-0.14574359,-0.0578437,0.1043909,0.74660659,2,2,2,2,2,2,2,2.6476984,2.0578437,0.5898546,0.55443966,4.1270704,,,,,,,,,,,,
