country,year,gender,age,share_first_quintile_inc,share_second_quintile_inc,share_third_quintile_inc,share_fourth_quintile_inc,share_fifth_quintile_inc,share_bottom50_inc,share_top10_pct_inc,share_top5_pct_inc,share_top1_pct_inc,share_top0_5_pct_inc,share_top0_1_pct_inc,share_top0_01_pct_inc,gini_coefficient,nobs_log_inc,mean_log_inc,std_log_inc,p1_log_inc,p2_5_log_inc,p5_log_inc,p10_log_inc,p12_5_log_inc,p25_log_inc,p37_5_log_inc,p50_log_inc,p62_5_log_inc,p75_log_inc,p87_5_log_inc,p90_log_inc,p95_log_inc,p97_5_log_inc,p99_log_inc,p99_9_log_inc,p99_99_log_inc,p9010_log_inc,p9050_log_inc,p5010_log_inc,kelley_log_inc,crows_log_inc,nobs_res_log_inc,mean_res_log_inc,std_res_log_inc,p1_res_log_inc,p2_5_res_log_inc,p5_res_log_inc,p10_res_log_inc,p12_5_res_log_inc,p25_res_log_inc,p37_5_res_log_inc,p50_res_log_inc,p62_5_res_log_inc,p75_res_log_inc,p87_5_res_log_inc,p90_res_log_inc,p95_res_log_inc,p97_5_res_log_inc,p99_res_log_inc,p99_9_res_log_inc,p99_99_res_log_inc,p9010_res_log_inc,p9050_res_log_inc,p5010_res_log_inc,kelley_res_log_inc,crows_res_log_inc,nobs_log_perm_inc,mean_log_perm_inc,std_log_perm_inc,p1_log_perm_inc,p2_5_log_perm_inc,p5_log_perm_inc,p10_log_perm_inc,p12_5_log_perm_inc,p25_log_perm_inc,p37_5_log_perm_inc,p50_log_perm_inc,p62_5_log_perm_inc,p75_log_perm_inc,p87_5_log_perm_inc,p90_log_perm_inc,p95_log_perm_inc,p97_5_log_perm_inc,p99_log_perm_inc,p99_9_log_perm_inc,p99_99_log_perm_inc,p9010_log_perm_inc,p9050_log_perm_inc,p5010_log_perm_inc,kelley_log_perm_inc,crows_log_perm_inc,share_below_mininc,nobs_earn_inc,mean_earn_inc,std_earn_inc,p1_earn_inc,p2_5_earn_inc,p5_earn_inc,p10_earn_inc,p12_5_earn_inc,p25_earn_inc,p37_5_earn_inc,p50_earn_inc,p62_5_earn_inc,p75_earn_inc,p87_5_earn_inc,p90_earn_inc,p95_earn_inc,p97_5_earn_inc,p99_earn_inc,p99_9_earn_inc,p99_99_earn_inc,p9010_earn_inc,p9050_earn_inc,p5010_earn_inc,kelley_earn_inc,crows_earn_inc,nobs_res_1yr_log_chg,mean_res_1yr_log_chg,std_res_1yr_log_chg,skew_res_1yr_log_chg,kurt_res_1yr_log_chg,p1_res_1yr_log_chg,p2_5_res_1yr_log_chg,p5_res_1yr_log_chg,p10_res_1yr_log_chg,p12_5_res_1yr_log_chg,p25_res_1yr_log_chg,p37_5_res_1yr_log_chg,p50_res_1yr_log_chg,p62_5_res_1yr_log_chg,p75_res_1yr_log_chg,p87_5_res_1yr_log_chg,p90_res_1yr_log_chg,p95_res_1yr_log_chg,p97_5_res_1yr_log_chg,p99_res_1yr_log_chg,p99_9_res_1yr_log_chg,p99_99_res_1yr_log_chg,p9010_res_1yr_log_chg,p9050_res_1yr_log_chg,p5010_res_1yr_log_chg,kelley_res_1yr_log_chg,crows_res_1yr_log_chg,nobs_res_5yr_log_chg,mean_res_5yr_log_chg,std_res_5yr_log_chg,skew_res_5yr_log_chg,kurt_res_5yr_log_chg,p1_res_5yr_log_chg,p2_5_res_5yr_log_chg,p5_res_5yr_log_chg,p10_res_5yr_log_chg,p12_5_res_5yr_log_chg,p25_res_5yr_log_chg,p37_5_res_5yr_log_chg,p50_res_5yr_log_chg,p62_5_res_5yr_log_chg,p75_res_5yr_log_chg,p87_5_res_5yr_log_chg,p90_res_5yr_log_chg,p95_res_5yr_log_chg,p97_5_res_5yr_log_chg,p99_res_5yr_log_chg,p99_9_res_5yr_log_chg,p99_99_res_5yr_log_chg,p9010_res_5yr_log_chg,p9050_res_5yr_log_chg,p5010_res_5yr_log_chg,kelley_res_5yr_log_chg,crows_res_5yr_log_chg,nobs_arcpct_1yr_chg,mean_arcpct_1yr_chg,std_arcpct_1yr_chg,skew_arcpct_1yr_chg,kurt_arcpct_1yr_chg,p1_arcpct_1yr_chg,p2_5_arcpct_1yr_chg,p5_arcpct_1yr_chg,p10_arcpct_1yr_chg,p12_5_arcpct_1yr_chg,p25_arcpct_1yr_chg,p37_5_arcpct_1yr_chg,p50_arcpct_1yr_chg,p62_5_arcpct_1yr_chg,p75_arcpct_1yr_chg,p87_5_arcpct_1yr_chg,p90_arcpct_1yr_chg,p95_arcpct_1yr_chg,p97_5_arcpct_1yr_chg,p99_arcpct_1yr_chg,p99_9_arcpct_1yr_chg,p99_99_arcpct_1yr_chg,p9010_arcpct_1yr_chg,p9050_arcpct_1yr_chg,p5010_arcpct_1yr_chg,kelley_arcpct_1yr_chg,crows_arcpct_1yr_chg,nobs_arcpct_5yr_chg,mean_arcpct_5yr_chg,std_arcpct_5yr_chg,skew_arcpct_5yr_chg,kurt_arcpct_5yr_chg,p1_arcpct_5yr_chg,p2_5_arcpct_5yr_chg,p5_arcpct_5yr_chg,p10_arcpct_5yr_chg,p12_5_arcpct_5yr_chg,p25_arcpct_5yr_chg,p37_5_arcpct_5yr_chg,p50_arcpct_5yr_chg,p62_5_arcpct_5yr_chg,p75_arcpct_5yr_chg,p87_5_arcpct_5yr_chg,p90_arcpct_5yr_chg,p95_arcpct_5yr_chg,p97_5_arcpct_5yr_chg,p99_arcpct_5yr_chg,p99_9_arcpct_5yr_chg,p99_99_arcpct_5yr_chg,p9010_arcpct_5yr_chg,p9050_arcpct_5yr_chg,p5010_arcpct_5yr_chg,kelley_arcpct_5yr_chg,crows_arcpct_5yr_chg,autocorr_lag1_res_log_inc,autocorr_lag2_res_log_inc,autocorr_lag3_res_log_inc,autocorr_lag4_res_log_inc,autocorr_lag5_res_log_inc,autocorr_lag1_res_1yr_log_chg,autocorr_lag2_res_1yr_log_chg,autocorr_lag3_res_1yr_log_chg,autocorr_lag4_res_1yr_log_chg,autocorr_lag5_res_1yr_log_chg,Pareto_tail_index_5pct,Pareto_tail_index_1pct
IRL,2017,All genders,27,,,,,,,,,,,,,,4672,9.8947611,0.70623678,8.0010176,8.2218695,8.473753,8.8160543,8.9761486,9.4964142,9.8187265,10.03851,10.21593,10.39948,10.58489,10.64415,10.81937,11.00311,11.23344,11.79653,12.09857,1.8280954,0.60563946,1.222456,-0.33740938,3.0797765,4672,1.64E-09,0.70399421,-1.891031,-1.657099,-1.399029,-1.0678051,-0.90568179,-0.39505601,-0.0800272,0.1353205,0.31786621,0.5050385,0.70803481,0.75024933,0.9076187,1.096981,1.316375,1.907663,2.1467321,1.8180544,0.61492884,1.2031256,-0.32353088,3.0597677,4206,0.0262328,0.54544681,-1.448935,-1.204092,-0.96508652,-0.69216299,-0.58873338,-0.28817141,-0.099213101,0.067307301,0.22702441,0.40766481,0.61404282,0.66878837,0.80803537,0.95991093,1.183971,1.792223,2.108264,1.3609514,0.60148108,0.75947028,-0.11608732,3.1099315,0,4672,24543.6,15479.81,2983.9919,3721.449,4787.4482,6741.6108,7912.0991,13311.92,18374.66,22891.34,27335.17,32842.488,39532.871,41946.68,49979.352,60060.621,75617.563,132790.59,179615.2,35205.07,19055.34,16149.729,0.082533889,2.8846662,3918,0.091161102,0.62909979,-0.3778491,6.4055138,-1.722252,-1.355918,-1.018292,-0.56247318,-0.42999351,-0.077899396,-0.0070627,0.045767698,0.1337883,0.30548021,0.74005038,0.88946551,1.230316,1.463407,1.76425,2.2525451,2.6224711,1.4519386,0.84369779,0.6082409,0.16216724,7.3538733,3419,0.069752499,0.72505921,-0.0146079,4.894598,-1.964615,-1.432865,-1.061471,-0.68253422,-0.57625782,-0.2966328,-0.1457749,-0.0064354,0.1824903,0.44214821,0.87643713,0.9927969,1.338881,1.641992,1.9391659,2.5798869,2.8566661,1.6753311,0.99923229,0.67609882,0.19287738,4.1620684,5538,0.016662501,1.16146,-0.098018199,2.630233,-2,-2,-2,-2,-2,-0.39168471,-0.071673803,0.005532,0.13979711,0.54700619,2,2,2,2,2,2,2,4,1.994468,2.005532,-0.002766013,4.2612538,7295,0.24736001,1.496879,-0.1268914,1.636575,-2,-2,-2,-2,-2,-0.7317934,-0.37609071,0.0102416,0.94615972,2,2,2,2,2,2,2,2,4,1.9897584,2.0102415,-0.005120784,1.4642396,0.56049454,0.41929734,,,,-0.34364867,,,,,,
IRL,2018,All genders,27,,,,,,,,,,,,,,4774,9.9142151,0.69745278,7.981391,8.2152767,8.5119801,8.8928862,9.0381279,9.5282125,9.8364391,10.0451,10.22904,10.40553,10.59898,10.64927,10.83173,11.02277,11.25923,11.78288,12.17661,1.7563839,0.60416985,1.1522141,-0.31202984,3.2000883,4774,-3.1E-09,0.69661021,-1.927924,-1.7000231,-1.392749,-1.0150239,-0.86950701,-0.3840076,-0.081411302,0.12751991,0.31147391,0.48613361,0.69916528,0.73405743,0.90647972,1.091817,1.345627,1.834855,2.228579,1.7490814,0.60653752,1.1425438,-0.30645016,3.2084908,4279,0.020437401,0.53726959,-1.435733,-1.199571,-0.96370792,-0.69583619,-0.60823631,-0.2979022,-0.0946685,0.072481103,0.22365759,0.38823599,0.59689432,0.64849651,0.7918148,0.95472908,1.151152,1.601563,2.0097849,1.3443327,0.57601541,0.76831728,-0.14304633,3.1397467,0,4774,24892.939,15541.97,2926,3697,4974,7280,8418,13742,18703,23042.5,27696,33042,40094,42162,50601,61253,77593,130991,194193,34882,19119.5,15762.5,0.096238747,2.9821761,3902,0.077989198,0.59648681,-0.3072215,6.4447441,-1.7058589,-1.285574,-0.91497892,-0.5517174,-0.3710019,-0.1129614,-0.0357932,0.024385801,0.1126941,0.30010709,0.69707018,0.83919722,1.134955,1.371097,1.679675,2.2200811,2.730793,1.3909147,0.81481141,0.57610321,0.17161958,6.4315505,,,,,,,,,,,,,,,,,,,,,,,,,,,,5690,-0.0087412,1.186799,-0.093565099,2.5459869,-2,-2,-2,-2,-2,-0.39915529,-0.092596702,-0.0100389,0.1331657,0.53580821,2,2,2,2,2,2,2,4,2.0100389,1.9899611,0.005019426,4.2782421,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54301977,0.37730849,,,,-0.35618004,,,,,,
IRL,2019,All genders,27,,,,,,,,,,,,,,4221,10.02678,0.65716779,8.1838436,8.4671612,8.7539129,9.0956068,9.2099657,9.6704273,9.950202,10.13541,10.3132,10.48615,10.66746,10.72299,10.89831,11.08405,11.27961,12.13455,12.84377,1.6273832,0.58757973,1.0398035,-0.27788401,3.2080629,4221,6.98E-09,0.65419292,-1.844308,-1.553005,-1.268396,-0.93053108,-0.8009811,-0.3504627,-0.0802534,0.1053423,0.28243959,0.45170039,0.64438862,0.70072669,0.86818528,1.0271339,1.232083,2.171849,2.7561281,1.6312578,0.59538436,1.0358734,-0.27003032,3.2164767,4068,0.019121399,0.53904408,-1.435515,-1.19517,-0.97076339,-0.69105172,-0.60688591,-0.30156341,-0.102175,0.064764902,0.2218971,0.38721779,0.61566538,0.66456872,0.7891891,0.92764831,1.107866,2.0453899,2.547673,1.3556204,0.59980381,0.75581664,-0.11508593,3.0819924,0,4221,27420.891,18317.939,3582.6001,4755.9951,6335.4321,8916.0381,9996.2568,15842.12,20956.449,25220.539,30127.65,35816.07,42935.93,45387.199,54084.738,65124.352,79190.156,186194.5,378424.31,36471.16,20166.66,16304.501,0.10589625,3.0223544,3310,-0.0079216,0.54135728,-0.48782319,7.1449571,-1.63059,-1.282845,-0.95566559,-0.60594112,-0.48431581,-0.1573514,-0.055829,0.0008775,0.0621663,0.1691771,0.47238651,0.58423519,0.95872903,1.191692,1.3920341,2.0981181,2.481075,1.1901762,0.58335769,0.60681862,-0.019712143,7.5783186,,,,,,,,,,,,,,,,,,,,,,,,,,,,4598,-0.2022302,1.111781,-0.2224637,2.642452,-2,-2,-2,-2,-2,-0.73486727,-0.0729433,0.062843002,0.14025649,0.27849659,0.82144803,1.044466,2,2,2,2,2,3.044466,0.98162299,2.0628431,-0.35514277,3.9472494,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60196924,0.40480259,,,,-0.38274384,,,,,,
IRL,2020,All genders,27,,,,,,,,,,,,,,4334,10.03906,0.69637752,8.1003437,8.3352833,8.6530113,9.0475531,9.1896,9.6508942,9.9581327,10.16517,10.34053,10.5347,10.71946,10.78064,10.99971,11.16567,11.3363,11.86015,11.99262,1.7330866,0.61546993,1.1176167,-0.28974128,3.2024972,4334,-1.27E-09,0.69496357,-1.930465,-1.689922,-1.383047,-0.99774402,-0.8406812,-0.37813959,-0.081707403,0.1240516,0.29712671,0.4938907,0.67815739,0.74502742,0.93864518,1.126308,1.29873,1.7779011,1.91037,1.7427714,0.62097585,1.1217957,-0.28736976,3.2295094,4228,0.034489401,0.54709423,-1.436923,-1.181051,-0.97895068,-0.69590819,-0.59469628,-0.2926659,-0.089616098,0.0733907,0.2363237,0.4123652,0.63502097,0.67996287,0.83682847,1.004715,1.198977,1.629842,1.874329,1.3758711,0.60657215,0.76929891,-0.11827181,3.1002405,0,4334,28190.08,17477.08,3295.6001,4168.3809,5727.3672,8497.7207,9794.7363,15535.67,21123.311,25982.26,30962.359,37597.941,45227.621,48081.039,59856.539,70662.313,83809.563,141514,161558.7,39583.32,22098.779,17484.539,0.11657032,3.0139205,3714,0.087505102,0.53810471,-0.1119204,6.4966078,-1.525759,-1.150973,-0.81885159,-0.45511159,-0.33417261,-0.072279401,0.0016476,0.051756799,0.1317621,0.2580668,0.58717817,0.7196731,1.095848,1.323198,1.5509501,2.3555191,2.7885079,1.1747847,0.6679163,0.50686836,0.1370872,7.4896302,,,,,,,,,,,,,,,,,,,,,,,,,,,,4939,-0.0030375,1.070196,-0.1509288,3.08408,-2,-2,-2,-2,-2,-0.2581532,-0.0451901,0.0264153,0.133283,0.3623842,1.182954,2,2,2,2,2,2,4,1.9735847,2.0264153,-0.013207674,6.4460258,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60136878,0.39478365,,,,-0.40104195,,,,,,
IRL,2021,All genders,27,,,,,,,,,,,,,,4701,10.10005,0.67624688,8.2263355,8.5291729,8.8089533,9.1431808,9.2590876,9.7076416,10.00724,10.21199,10.38715,10.57328,10.76165,10.82798,11.02479,11.21125,11.45253,12.27566,12.99734,1.6847992,0.61598969,1.0688095,-0.26876783,3.0983796,4701,5.1E-09,0.67445999,-1.861263,-1.5580601,-1.302642,-0.94617021,-0.83511961,-0.39157549,-0.092159703,0.1127809,0.2899316,0.47191301,0.66564792,0.72821081,0.91568118,1.105795,1.3611749,2.1278739,2.8495519,1.674381,0.61542988,1.0589511,-0.26488671,3.0849919,4541,0.0195169,0.55142862,-1.424807,-1.176895,-0.94963008,-0.71131271,-0.62700272,-0.33355331,-0.1034793,0.0639458,0.2321755,0.39465809,0.60578883,0.64957958,0.81949961,1.006868,1.212754,1.856482,2.870887,1.3608923,0.58563375,0.77525854,-0.13933857,2.9988036,0,4701,29875.4,20447.57,3738.114,5060.2568,6693.9092,9350.4619,10499.55,16442.779,22186.449,27227.59,32440.1,39076.578,47176.238,50411.711,61377.199,73957.672,94139.602,214413.5,441238.19,41061.25,23184.121,17877.129,0.12924576,3.0440059,3967,0.043556102,0.54494792,-0.40532109,6.9937301,-1.614689,-1.17654,-0.87429732,-0.5108462,-0.38957509,-0.13135061,-0.058278199,-0.0009623,0.082228601,0.2508162,0.60187328,0.71225631,1.023277,1.210158,1.436316,2.1936409,2.5284541,1.2231026,0.71321863,0.50988388,0.16624506,6.2451735,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100,-0.0672656,1.025396,-0.35964221,3.1639881,-2,-2,-2,-2,-2,-0.28748041,-0.027332701,0.049945001,0.1467914,0.3723475,0.8852579,1.067688,2,2,2,2,2,3.067688,1.017743,2.0499451,-0.33647558,6.0621867,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60908931,0.44485748,,,,-0.31784543,,,,,,
IRL,2022,All genders,27,,,,,,,,,,,,,,5479,10.08923,0.66070157,8.1292801,8.499939,8.787015,9.1687336,9.2869129,9.750042,10.01752,10.19763,10.36508,10.53514,10.72763,10.79216,11.00717,11.18092,11.38978,11.88292,12.33889,1.6234264,0.59453011,1.0288963,-0.26756138,3.4148355,5479,9.56E-10,0.65873951,-1.959259,-1.586504,-1.288081,-0.92690039,-0.79191637,-0.33830029,-0.076417103,0.1042132,0.266426,0.4409551,0.64023298,0.69742441,0.91184419,1.100173,1.2933069,1.743214,2.1991849,1.6243248,0.59321123,1.0311136,-0.26959041,3.4477489,5248,0.0082092,0.54598999,-1.392239,-1.185317,-0.96695131,-0.70906818,-0.62817228,-0.31731111,-0.1205519,0.038229499,0.2132453,0.37745139,0.59783041,0.64650601,0.83751971,1.0028009,1.208547,1.757338,1.987918,1.3555741,0.60827649,0.7472977,-0.10255523,3.1494474,0,5479,29098.119,17628.01,3392.356,4914.4692,6548.6572,9592.4678,10795.8,17154.961,22415.779,26839.631,31732.061,37614.27,45598.531,48637.871,60305.16,71748.32,88413.641,144773,228408.8,39045.402,21798.24,17247.164,0.11655857,3.2666721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54970354,0.43260318,,,,-0.39491338,,,,,,
IRL,2011,Female,27,,,,,,,,,,,,,,1989,9.8917332,0.69574207,7.9414501,8.1450214,8.4134083,8.8630981,9.0136404,9.5246325,9.8324986,10.01171,10.1988,10.38771,10.658,10.69024,10.75575,10.8213,10.95911,11.21914,11.2324,1.8271418,0.67852974,1.148612,-0.2572774,3.1008561,1989,1.37E-10,0.69574207,-1.950284,-1.746712,-1.478325,-1.028636,-0.87809318,-0.36710209,-0.059234999,0.1199804,0.30706459,0.49597791,0.76626641,0.79850918,0.86401898,0.92956978,1.067372,1.32741,1.3406709,1.8271451,0.67852879,1.1486164,-0.25727987,3.1008501,,,,,,,,,,,,,,,,,,,,,,,,,,0,1989,24086.98,13363.9,2811.4331,3446.178,4507.0972,7066.3379,8214.3711,13692.88,18629.439,22286,26870.881,32458.311,42531.48,43925.172,46899.051,50076.301,57475.02,74543.961,75539.063,36858.836,21639.172,15219.662,0.17416474,2.484895,1842,0.1023698,0.5504756,-0.35235339,8.3526182,-1.682954,-1.173681,-0.74698567,-0.35835531,-0.2575357,-0.0324247,0.024937799,0.056199301,0.1058819,0.2398016,0.58757043,0.72552419,1.109103,1.4105999,1.681047,2.2124159,2.5412049,1.0838795,0.66932487,0.41455463,0.23505405,9.4931345,1791,0.1054253,0.76704347,-0.17689849,5.8176141,-2.0825081,-1.4960901,-1.139569,-0.69116622,-0.56765968,-0.1969102,-0.0484403,0.0375554,0.1719844,0.41811049,0.90929288,1.0493,1.460083,1.835871,2.2592521,2.749109,2.840646,1.7404661,1.0117445,0.72872162,0.16261327,5.4176407,2278,0.089647301,0.94727433,0.084951699,3.7464449,-2,-2,-2,-0.95007491,-0.64848572,-0.16640911,-0.072019599,-0.034502599,0.059691999,0.32305321,1.238227,2,2,2,2,2,2,2.9500749,2.0345025,0.91557229,0.37928876,8.1722326,2808,0.29430881,1.273137,0.050846901,1.9305069,-2,-2,-2,-1.325308,-1.036147,-0.47189119,-0.31105891,-0.077786401,0.5125289,2,2,2,2,2,2,2,2,3.3253078,2.0777864,1.2475215,0.24968062,1.6181942,,,,,,,,,,,,
IRL,2012,Female,27,,,,,,,,,,,,,,2704,9.7810621,0.72320199,7.8812242,8.0666742,8.294466,8.7123642,8.8752861,9.365633,9.6936474,9.8998604,10.09087,10.29859,10.58521,10.65,10.73996,10.85597,10.9958,11.46977,11.64365,1.9376354,0.75013924,1.1874962,-0.22571684,2.989738,2704,-7.06E-10,0.72320199,-1.899838,-1.7143871,-1.486596,-1.068697,-0.90577608,-0.4154287,-0.087414801,0.1187982,0.30981201,0.517528,0.80415052,0.86893702,0.95889419,1.074908,1.214743,1.6887079,1.862586,1.937634,0.75013882,1.1874952,-0.22571672,2.989737,,,,,,,,,,,,,,,,,,,,,,,,,,0,2704,22076.09,13579.99,2647.1101,3186.4861,4001.668,6077.5962,7152.9912,11680,16214.28,19927.58,24121.85,29690.73,39545.699,42192.531,46164.012,51842.711,59623.48,95776.227,113965.1,36114.934,22264.951,13849.984,0.23300518,2.7015131,2111,0.039822701,0.60156047,-0.73361027,7.860558,-1.99728,-1.436591,-1.031882,-0.56148058,-0.43354711,-0.079718702,0.0083121,0.040650301,0.089215197,0.2067889,0.53126228,0.67089742,1.120526,1.410192,1.600638,1.995973,2.1255119,1.232378,0.63024712,0.60213089,0.022814613,9.9361515,1768,0.042316701,0.7594201,-0.179934,5.0885701,-2.176316,-1.737832,-1.237672,-0.82543308,-0.6695717,-0.25594071,-0.0971926,0.002279,0.16404741,0.37984061,0.77491868,0.97176522,1.425238,1.730045,2.042917,2.511225,2.86203,1.7971983,0.96948624,0.82771206,0.078886218,5.4545121,3122,-0.1368798,1.189268,-0.1226054,2.462513,-2,-2,-2,-2,-2,-0.77317947,-0.0402794,0.0601856,0.12657809,0.32690579,1.240471,2,2,2,2,2,2,4,1.9398144,2.0601857,-0.030092806,3.6360817,3751,-0.017085601,1.510462,0.023187401,1.650184,-2,-2,-2,-2,-2,-2,-0.3612563,-0.079087801,0.32642591,2,2,2,2,2,2,2,2,4,2.0790877,1.9209121,0.039543897,1,0.61595947,,,,,,,,,,,
IRL,2013,Female,27,,,,,,,,,,,,,,2128,9.7716885,0.71167952,7.909596,8.0999594,8.301158,8.6957312,8.8497782,9.3460178,9.692627,9.9018078,10.11012,10.3014,10.52447,10.592,10.69246,10.78419,10.95184,11.14967,11.21245,1.8962688,0.69019222,1.2060766,-0.27205235,2.809588,2128,-1.18E-08,0.71167952,-1.8620909,-1.671728,-1.470529,-1.075956,-0.92190897,-0.42566881,-0.079060599,0.13012069,0.33843559,0.52971679,0.75278318,0.82031292,0.92077672,1.012501,1.1801569,1.377979,1.440761,1.8962688,0.69019222,1.2060766,-0.27205235,2.8095765,1942,0.029437499,0.55761641,-1.449357,-1.2501169,-1.02311,-0.75550753,-0.66112238,-0.3136788,-0.0815688,0.083952397,0.2484664,0.43109801,0.64461702,0.71261591,0.87257761,0.93256563,1.027405,1.237699,1.350451,1.4681234,0.62866354,0.8394599,-0.14358218,2.9306533,0,2128,21656.449,12649.76,2723.29,3294.335,4028.5359,5977.3398,6972.8921,11453.13,16197.74,19966.43,24590.689,29774.4,37215.109,39815.031,44022.828,48251.789,57059.18,69540.594,74046.5,33837.691,19848.602,13989.09,0.17316523,2.4538393,1822,0.1153767,0.59789741,-0.40497029,6.8173499,-1.762459,-1.3125581,-0.88221478,-0.4955686,-0.37452441,-0.0254205,0.030915899,0.074025802,0.14329021,0.2952629,0.70164359,0.82265919,1.1881289,1.445172,1.619149,2.5064001,2.685782,1.3182278,0.74863338,0.56959438,0.13581796,8.5995407,1602,0.083341897,0.81907469,-0.39709729,4.981061,-2.314256,-1.8654439,-1.338819,-0.84415519,-0.68782032,-0.227888,-0.062024899,0.064369299,0.25212491,0.4869386,0.93213189,1.0445499,1.48825,1.805456,2.1363599,2.5644629,2.579057,1.8887051,0.98018062,0.90852451,0.037939277,5.1353712,2580,0.0331618,1.138134,-0.071640499,2.7419,-2,-2,-2,-2,-2,-0.30651841,-0.073957503,-0.0127805,0.1050373,0.53031832,2,2,2,2,2,2,2,4,2.0127804,1.9872195,0.006390244,4.7799048,3330,0.2338106,1.49029,-0.1161572,1.638419,-2,-2,-2,-2,-2,-0.81625158,-0.3573305,0.0027174,0.95159042,2,2,2,2,2,2,2,2,4,1.9972826,2.0027175,-0.001358718,1.4203277,0.61860943,0.44690043,,,,-0.28465173,,,,,,
IRL,2014,Female,27,,,,,,,,,,,,,,2007,9.7795954,0.71405423,7.8841138,8.0845089,8.3444633,8.7453775,8.8398294,9.355999,9.7067556,9.9046803,10.10154,10.31162,10.55726,10.60841,10.69442,10.81576,10.96321,11.29719,11.36365,1.8630323,0.70372963,1.1593027,-0.24453311,2.8580906,2007,-2.08E-09,0.71405423,-1.895481,-1.695086,-1.435132,-1.034218,-0.93976599,-0.42359641,-0.072839797,0.1250848,0.3219423,0.53202152,0.77766132,0.82881922,0.91481972,1.0361609,1.183615,1.517598,1.5840501,1.8630371,0.7037344,1.1593027,-0.24452992,2.8580952,1798,0.036043599,0.55688101,-1.423821,-1.181957,-0.97331429,-0.72505569,-0.63058472,-0.2908859,-0.098155998,0.0719648,0.25145629,0.44251251,0.67873567,0.74608523,0.87683392,0.9260788,1.021417,1.322499,1.388185,1.4711409,0.67412043,0.79702049,-0.083540656,2.8743391,0,2007,21883.141,13008.06,2654.772,3243.8279,4206.8232,6281.5859,6903.814,11568.01,16428.221,20023.881,24380.48,30080.039,38455.488,40473.961,44108.82,49799.34,57711.391,80595.094,86132.828,34192.375,20450.08,13742.295,0.19617781,2.514879,1760,0.089531302,0.61870003,-0.1410871,5.6706901,-1.774246,-1.321815,-0.97019821,-0.58802319,-0.45064509,-0.081606999,-0.0028945,0.041939199,0.1150345,0.27057919,0.75383002,0.89551681,1.238849,1.471899,1.774852,2.3445721,2.3812439,1.4835401,0.85357761,0.62996238,0.15073083,7.9324918,1553,0.069071203,0.77359432,0.069586501,5.0272698,-2.005389,-1.5360709,-1.141238,-0.73563272,-0.59449571,-0.30737761,-0.1451862,-0.0157793,0.1675684,0.44096771,0.91270381,1.033861,1.4900759,1.8868411,2.154444,2.9584119,3.02493,1.7694938,1.0496403,0.7198534,0.18637358,4.5739741,2351,0.030649301,1.087607,-0.059078101,2.9163301,-2,-2,-2,-2,-1.547825,-0.32066789,-0.080512002,-0.018318901,0.1030903,0.4888905,1.473401,2,2,2,2,2,2,4,2.0183189,1.9816811,0.009159446,4.9409652,2935,0.197,1.435313,-0.070095703,1.746369,-2,-2,-2,-2,-2,-0.67572951,-0.3517229,-0.047134601,0.6274026,2,2,2,2,2,2,2,2,4,2.0471346,1.9528654,0.023567319,1.4949194,0.59589195,0.45548251,,,,-0.30857095,,,,,,
