country,year,gender,age,pct_year_t_log_earnings,Npermearnaltranktp1,avg_pct_year_t_1_log_inc,Npermearnaltranktp5,avg_pct_year_t_5_log_inc
IRL,2013,All genders,25-34,2.5,1126,6.2406168,950,24.578991
IRL,2013,All genders,25-34,5,1136,9.0305996,960,27.422359
IRL,2013,All genders,25-34,7.5,1132,11.42596,962,28.994049
IRL,2013,All genders,25-34,10,1134,13.84224,955,28.700781
IRL,2013,All genders,25-34,12.5,1133,16.14333,960,29.32885
IRL,2013,All genders,25-34,15,1135,17.51993,960,30.697359
IRL,2013,All genders,25-34,17.5,1135,19.336069,960,31.22093
IRL,2013,All genders,25-34,20,1132,22.25985,956,32.80249
IRL,2013,All genders,25-34,22.5,1135,24.11344,962,32.525959
IRL,2013,All genders,25-34,25,1133,26.95142,958,34.377331
IRL,2013,All genders,25-34,27.5,1134,27.82465,957,35.345951
IRL,2013,All genders,25-34,30,1133,29.41045,960,35.67532
IRL,2013,All genders,25-34,32.5,1134,32.220009,958,37.18845
IRL,2013,All genders,25-34,35,1136,35.045021,962,36.746059
IRL,2013,All genders,25-34,37.5,1134,36.239052,959,39.154289
IRL,2013,All genders,25-34,40,1132,38.29789,957,39.356602
IRL,2013,All genders,25-34,42.5,1134,40.81979,959,39.727409
IRL,2013,All genders,25-34,45,1135,43.136139,960,41.275871
IRL,2013,All genders,25-34,47.5,1132,44.456779,959,43.416512
IRL,2013,All genders,25-34,50,1136,46.812641,961,43.389771
IRL,2013,All genders,25-34,52.5,1134,49.077141,957,44.734501
IRL,2013,All genders,25-34,55,1132,52.49905,959,46.666809
IRL,2013,All genders,25-34,57.5,1135,54.331791,960,48.45845
IRL,2013,All genders,25-34,60,1133,57.190491,957,51.685841
IRL,2013,All genders,25-34,62.5,1133,59.56678,959,53.805309
IRL,2013,All genders,25-34,65,1134,62.049042,958,55.845119
IRL,2013,All genders,25-34,67.5,1136,64.098747,963,56.361771
IRL,2013,All genders,25-34,70,1135,66.448677,956,58.14822
IRL,2013,All genders,25-34,72.5,1132,68.782707,962,62.126949
IRL,2013,All genders,25-34,75,1135,71.635498,959,63.008381
IRL,2013,All genders,25-34,77.5,1132,73.196632,956,64.942078
IRL,2013,All genders,25-34,80,1133,76.274651,961,67.404243
IRL,2013,All genders,25-34,82.5,1134,78.63472,957,69.289772
IRL,2013,All genders,25-34,85,1135,81.706413,959,73.415756
IRL,2013,All genders,25-34,87.5,1135,84.263634,961,76.138641
IRL,2013,All genders,25-34,90,1132,86.806511,960,77.940887
IRL,2013,All genders,25-34,92.5,1135,89.192886,955,80.151993
IRL,2013,All genders,25-34,95,1132,91.796448,963,82.947342
IRL,2013,All genders,25-34,97.5,1120,94.638313,943,86.286591
IRL,2013,All genders,25-34,99,679,96.802597,575,89.062866
IRL,2013,All genders,25-34,99.9,409,98.02919,346,89.964684
IRL,2013,All genders,25-34,100,54,99.528481,45,93.746193
IRL,2013,All genders,25-55,2.5,3287,5.2539382,2583,20.607861
IRL,2013,All genders,25-55,5,3315,7.5964069,2610,22.07616
IRL,2013,All genders,25-55,7.5,3311,9.7817287,2612,23.32571
IRL,2013,All genders,25-55,10,3314,11.88406,2603,23.55504
IRL,2013,All genders,25-55,12.5,3313,14.09277,2608,24.851419
IRL,2013,All genders,25-55,15,3315,16.30562,2612,26.29846
IRL,2013,All genders,25-55,17.5,3312,18.29417,2608,26.77845
IRL,2013,All genders,25-55,20,3313,20.668819,2606,28.38002
IRL,2013,All genders,25-55,22.5,3313,22.704981,2611,28.7731
IRL,2013,All genders,25-55,25,3314,25.275669,2605,30.10342
IRL,2013,All genders,25-55,27.5,3316,27.19639,2607,31.4814
IRL,2013,All genders,25-55,30,3313,28.97814,2612,32.506538
IRL,2013,All genders,25-55,32.5,3313,31.63726,2605,33.887081
IRL,2013,All genders,25-55,35,3314,34.39809,2611,35.371738
IRL,2013,All genders,25-55,37.5,3314,36.3699,2610,36.993141
IRL,2013,All genders,25-55,40,3310,38.384361,2603,37.786289
IRL,2013,All genders,25-55,42.5,3316,40.883869,2609,40.08218
IRL,2013,All genders,25-55,45,3312,43.31031,2611,41.938511
IRL,2013,All genders,25-55,47.5,3316,45.609138,2606,43.924759
IRL,2013,All genders,25-55,50,3312,47.70771,2610,44.596069
IRL,2013,All genders,25-55,52.5,3314,50.115131,2610,47.103001
IRL,2013,All genders,25-55,55,3314,52.96299,2607,49.176079
IRL,2013,All genders,25-55,57.5,3313,55.15704,2610,50.922241
IRL,2013,All genders,25-55,60,3315,57.785751,2604,53.5606
IRL,2013,All genders,25-55,62.5,3312,60.010712,2610,56.059662
IRL,2013,All genders,25-55,65,3315,62.694801,2607,57.646702
IRL,2013,All genders,25-55,67.5,3313,64.801804,2612,59.435829
IRL,2013,All genders,25-55,70,3314,67.363586,2604,62.276932
IRL,2013,All genders,25-55,72.5,3311,69.742554,2613,64.804398
IRL,2013,All genders,25-55,75,3318,72.414261,2608,66.801933
IRL,2013,All genders,25-55,77.5,3313,74.615837,2605,69.073174
IRL,2013,All genders,25-55,80,3308,77.250977,2609,71.265648
IRL,2013,All genders,25-55,82.5,3317,79.631783,2608,73.301651
IRL,2013,All genders,25-55,85,3312,82.511513,2607,76.923981
IRL,2013,All genders,25-55,87.5,3315,84.966721,2612,78.857231
IRL,2013,All genders,25-55,90,3311,87.372383,2608,80.907661
IRL,2013,All genders,25-55,92.5,3318,89.888901,2604,83.336411
IRL,2013,All genders,25-55,95,3311,92.220009,2611,85.191032
IRL,2013,All genders,25-55,97.5,3259,95.014717,2562,88.605904
IRL,2013,All genders,25-55,99,1987,97.3069,1562,91.483101
IRL,2013,All genders,25-55,99.9,1198,98.800949,942,93.806793
IRL,2013,All genders,25-55,100,157,99.747322,127,93.233902
IRL,2013,All genders,35-44,2.5,1259,4.7205238,1124,18.220671
IRL,2013,All genders,35-44,5,1268,7.0474529,1136,19.16885
IRL,2013,All genders,35-44,7.5,1266,9.303957,1136,21.07933
IRL,2013,All genders,35-44,10,1269,10.84167,1134,20.821911
IRL,2013,All genders,35-44,12.5,1270,13.20581,1134,22.90336
IRL,2013,All genders,35-44,15,1266,15.79764,1137,24.521339
IRL,2013,All genders,35-44,17.5,1267,17.62722,1134,24.45969
IRL,2013,All genders,35-44,20,1269,20.24955,1136,26.50489
IRL,2013,All genders,35-44,22.5,1266,22.06144,1134,26.562651
IRL,2013,All genders,35-44,25,1272,24.41988,1135,28.130421
IRL,2013,All genders,35-44,27.5,1269,26.930889,1134,29.76092
IRL,2013,All genders,35-44,30,1266,29.028339,1139,30.64921
IRL,2013,All genders,35-44,32.5,1268,31.41095,1133,32.43779
IRL,2013,All genders,35-44,35,1269,34.43644,1133,34.973389
IRL,2013,All genders,35-44,37.5,1265,36.49025,1138,36.382641
IRL,2013,All genders,35-44,40,1269,38.492729,1131,37.03384
IRL,2013,All genders,35-44,42.5,1270,41.06303,1137,40.050678
IRL,2013,All genders,35-44,45,1265,42.963711,1136,42.580429
IRL,2013,All genders,35-44,47.5,1271,46.48085,1133,44.285301
IRL,2013,All genders,35-44,50,1267,48.038658,1136,44.82674
IRL,2013,All genders,35-44,52.5,1268,50.424519,1137,48.755329
IRL,2013,All genders,35-44,55,1270,53.123959,1134,50.87867
IRL,2013,All genders,35-44,57.5,1266,55.460758,1135,52.334122
IRL,2013,All genders,35-44,60,1270,58.333961,1135,54.662819
IRL,2013,All genders,35-44,62.5,1269,60.182442,1135,57.34528
IRL,2013,All genders,35-44,65,1266,62.690159,1136,58.737869
IRL,2013,All genders,35-44,67.5,1268,65.10141,1133,60.6497
IRL,2013,All genders,35-44,70,1268,67.620644,1134,64.429161
IRL,2013,All genders,35-44,72.5,1266,70.120987,1138,66.345467
IRL,2013,All genders,35-44,75,1270,72.96402,1134,69.240021
IRL,2013,All genders,35-44,77.5,1271,75.253952,1136,70.793823
IRL,2013,All genders,35-44,80,1264,77.826897,1132,73.170593
IRL,2013,All genders,35-44,82.5,1271,80.01265,1138,75.332588
IRL,2013,All genders,35-44,85,1266,82.759644,1134,78.11544
IRL,2013,All genders,35-44,87.5,1267,85.027893,1136,79.313759
IRL,2013,All genders,35-44,90,1268,87.525139,1134,82.274498
IRL,2013,All genders,35-44,92.5,1271,90.192993,1135,84.657181
IRL,2013,All genders,35-44,95,1266,92.204941,1134,85.71759
IRL,2013,All genders,35-44,97.5,1248,95.071114,1117,89.562767
IRL,2013,All genders,35-44,99,762,97.55423,679,91.875938
IRL,2013,All genders,35-44,99.9,458,99.16761,407,95.605026
IRL,2013,All genders,35-44,100,59,99.90744,58,92.799156
IRL,2013,All genders,45-55,2.5,902,4.7667608,509,18.46767
IRL,2013,All genders,45-55,5,911,6.572073,514,18.51652
IRL,2013,All genders,45-55,7.5,913,8.4055967,514,17.68165
IRL,2013,All genders,45-55,10,911,10.89857,514,20.024269
IRL,2013,All genders,45-55,12.5,910,12.77754,514,20.786751
IRL,2013,All genders,45-55,15,914,15.50133,515,22.022039
IRL,2013,All genders,45-55,17.5,910,17.923269,514,23.59691
IRL,2013,All genders,45-55,20,912,19.27737,514,24.29883
IRL,2013,All genders,45-55,22.5,912,21.84547,515,26.630199
IRL,2013,All genders,45-55,25,909,24.384501,512,26.480261
IRL,2013,All genders,45-55,27.5,913,26.78507,516,28.095079
IRL,2013,All genders,45-55,30,914,28.372721,513,30.70042
IRL,2013,All genders,45-55,32.5,911,31.22686,514,30.9286
IRL,2013,All genders,45-55,35,909,33.53606,516,33.684219
IRL,2013,All genders,45-55,37.5,915,36.365669,513,34.307381
IRL,2013,All genders,45-55,40,909,38.340752,515,36.520721
IRL,2013,All genders,45-55,42.5,912,40.714081,513,40.815189
IRL,2013,All genders,45-55,45,912,44.00782,515,41.75779
IRL,2013,All genders,45-55,47.5,913,45.824379,514,44.0783
IRL,2013,All genders,45-55,50,909,48.36499,513,46.345039
IRL,2013,All genders,45-55,52.5,912,50.975632,516,47.85482
IRL,2013,All genders,45-55,55,912,53.31469,514,50.10149
IRL,2013,All genders,45-55,57.5,912,55.76247,515,52.403309
IRL,2013,All genders,45-55,60,912,57.761841,512,54.621361
IRL,2013,All genders,45-55,62.5,910,60.323971,516,57.4216
IRL,2013,All genders,45-55,65,915,63.501541,513,58.594742
IRL,2013,All genders,45-55,67.5,909,65.262497,516,62.50753
IRL,2013,All genders,45-55,70,911,68.145653,514,65.207733
IRL,2013,All genders,45-55,72.5,913,70.407883,513,66.406647
IRL,2013,All genders,45-55,75,913,72.617653,515,68.497513
IRL,2013,All genders,45-55,77.5,910,75.490044,513,72.961433
IRL,2013,All genders,45-55,80,911,77.666191,516,74.278107
IRL,2013,All genders,45-55,82.5,912,80.340759,513,76.280518
IRL,2013,All genders,45-55,85,911,83.169746,514,80.840843
IRL,2013,All genders,45-55,87.5,913,85.755867,515,82.923157
IRL,2013,All genders,45-55,90,911,87.862923,514,83.433167
IRL,2013,All genders,45-55,92.5,912,90.331306,514,86.336517
IRL,2013,All genders,45-55,95,913,92.766068,514,88.232986
IRL,2013,All genders,45-55,97.5,891,95.408913,502,90.833527
IRL,2013,All genders,45-55,99,546,97.588867,308,95.135384
IRL,2013,All genders,45-55,99.9,331,99.247231,189,96.96814
IRL,2013,All genders,45-55,100,44,99.801201,24,
IRL,2013,Female,25-34,2.5,585,6.0794611,498,22.947189
IRL,2013,Female,25-34,5,591,9.1081104,502,27.629379
IRL,2013,Female,25-34,7.5,588,11.13799,503,29.28669
IRL,2013,Female,25-34,10,590,13.9441,500,28.152031
IRL,2013,Female,25-34,12.5,588,15.84302,502,28.097481
IRL,2013,Female,25-34,15,591,17.00248,501,29.813459
IRL,2013,Female,25-34,17.5,591,18.44943,503,29.0392
IRL,2013,Female,25-34,20,588,22.0431,501,30.753679
IRL,2013,Female,25-34,22.5,590,23.287821,503,31.65361
IRL,2013,Female,25-34,25,589,26.507629,502,33.23605
IRL,2013,Female,25-34,27.5,589,27.86529,500,32.26693
IRL,2013,Female,25-34,30,588,29.393909,502,33.740879
IRL,2013,Female,25-34,32.5,591,31.640921,502,36.043652
IRL,2013,Female,25-34,35,591,34.441509,503,36.41106
IRL,2013,Female,25-34,37.5,588,35.624569,501,38.164761
IRL,2013,Female,25-34,40,590,38.78957,502,37.76619
IRL,2013,Female,25-34,42.5,589,40.6022,501,39.73579
IRL,2013,Female,25-34,45,590,42.186352,502,42.485222
IRL,2013,Female,25-34,47.5,588,44.45462,502,45.136681
IRL,2013,Female,25-34,50,592,47.617859,503,44.388302
IRL,2013,Female,25-34,52.5,589,49.256969,501,46.34549
IRL,2013,Female,25-34,55,588,53.55949,502,48.033798
IRL,2013,Female,25-34,57.5,590,54.647671,502,49.871441
IRL,2013,Female,25-34,60,589,57.28418,500,53.17585
IRL,2013,Female,25-34,62.5,590,59.893539,503,55.920509
IRL,2013,Female,25-34,65,588,62.295311,500,58.15448
IRL,2013,Female,25-34,67.5,591,64.207237,504,57.37479
IRL,2013,Female,25-34,70,591,67.169281,501,59.385509
IRL,2013,Female,25-34,72.5,588,68.726868,503,64.377251
IRL,2013,Female,25-34,75,590,72.280602,501,64.68792
IRL,2013,Female,25-34,77.5,588,72.919708,501,65.773987
IRL,2013,Female,25-34,80,590,76.85128,503,69.088127
IRL,2013,Female,25-34,82.5,588,79.008842,501,70.456238
IRL,2013,Female,25-34,85,591,82.189903,502,74.765633
IRL,2013,Female,25-34,87.5,591,84.447792,502,75.335442
IRL,2013,Female,25-34,90,588,86.976471,502,77.031471
IRL,2013,Female,25-34,92.5,590,89.02877,500,80.237106
IRL,2013,Female,25-34,95,588,92.049202,504,82.171043
IRL,2013,Female,25-34,97.5,583,94.50248,493,84.048241
IRL,2013,Female,25-34,99,353,96.837067,301,88.229408
IRL,2013,Female,25-34,99.9,212,97.970573,181,86.636398
IRL,2013,Female,25-34,100,28,,24,
IRL,2013,Female,25-55,2.5,1670,5.3620009,1314,20.43614
IRL,2013,Female,25-55,5,1683,7.6060972,1325,22.030899
IRL,2013,Female,25-55,7.5,1682,9.7418766,1330,23.151911
IRL,2013,Female,25-55,10,1682,11.89925,1321,23.00926
IRL,2013,Female,25-55,12.5,1682,13.94767,1327,23.811279
IRL,2013,Female,25-55,15,1684,15.96947,1327,25.15069
IRL,2013,Female,25-55,17.5,1684,17.723419,1325,25.137051
IRL,2013,Female,25-55,20,1683,20.48702,1324,27.462049
IRL,2013,Female,25-55,22.5,1681,22.551189,1328,28.18215
IRL,2013,Female,25-55,25,1683,25.06292,1326,29.98851
IRL,2013,Female,25-55,27.5,1684,27.24227,1324,30.63817
IRL,2013,Female,25-55,30,1681,29.15152,1329,32.14463
IRL,2013,Female,25-55,32.5,1684,31.262779,1323,34.03767
IRL,2013,Female,25-55,35,1684,34.085129,1325,35.780891
IRL,2013,Female,25-55,37.5,1680,35.901119,1328,36.835861
IRL,2013,Female,25-55,40,1685,38.582981,1322,37.934349
IRL,2013,Female,25-55,42.5,1682,40.731232,1328,40.484959
IRL,2013,Female,25-55,45,1682,43.036621,1326,43.047001
IRL,2013,Female,25-55,47.5,1684,45.782101,1325,45.398472
IRL,2013,Female,25-55,50,1684,48.149059,1328,45.42831
IRL,2013,Female,25-55,52.5,1681,50.133888,1326,48.5676
IRL,2013,Female,25-55,55,1682,53.505001,1326,49.971901
IRL,2013,Female,25-55,57.5,1683,55.086632,1325,51.70182
IRL,2013,Female,25-55,60,1684,57.80764,1325,54.503189
IRL,2013,Female,25-55,62.5,1684,60.28735,1327,57.341179
IRL,2013,Female,25-55,65,1681,62.78038,1325,58.474209
IRL,2013,Female,25-55,67.5,1683,64.927742,1326,60.01944
IRL,2013,Female,25-55,70,1685,67.650047,1323,62.743629
IRL,2013,Female,25-55,72.5,1679,69.852142,1329,65.473343
IRL,2013,Female,25-55,75,1687,72.754639,1326,67.011528
IRL,2013,Female,25-55,77.5,1681,74.448097,1325,68.74971
IRL,2013,Female,25-55,80,1682,77.270111,1324,71.246536
IRL,2013,Female,25-55,82.5,1681,79.576767,1328,73.692673
IRL,2013,Female,25-55,85,1684,82.773438,1324,76.983803
IRL,2013,Female,25-55,87.5,1684,84.991913,1327,78.238083
IRL,2013,Female,25-55,90,1682,87.537552,1327,80.224579
IRL,2013,Female,25-55,92.5,1684,89.877602,1322,83.040642
IRL,2013,Female,25-55,95,1682,92.344612,1329,84.414597
IRL,2013,Female,25-55,97.5,1655,95.017593,1301,87.216553
IRL,2013,Female,25-55,99,1009,97.239143,795,90.375977
IRL,2013,Female,25-55,99.9,608,98.794891,478,92.654137
IRL,2013,Female,25-55,100,80,99.684433,65,91.229523
IRL,2013,Female,35-44,2.5,621,4.8588982,559,18.49184
IRL,2013,Female,35-44,5,626,7.1467772,564,17.89477
IRL,2013,Female,35-44,7.5,625,9.4943085,568,20.493999
IRL,2013,Female,35-44,10,626,10.51179,562,19.20904
IRL,2013,Female,35-44,12.5,627,13.08395,566,21.27063
IRL,2013,Female,35-44,15,624,15.40424,567,22.845011
IRL,2013,Female,35-44,17.5,627,17.143841,563,22.36516
IRL,2013,Female,35-44,20,626,19.674191,564,25.93754
IRL,2013,Female,35-44,22.5,624,21.527281,565,25.395889
IRL,2013,Female,35-44,25,627,24.23317,565,27.776011
IRL,2013,Female,35-44,27.5,627,26.831751,565,30.04117
IRL,2013,Female,35-44,30,625,29.60491,568,30.61179
IRL,2013,Female,35-44,32.5,625,30.927311,562,33.69059
IRL,2013,Female,35-44,35,627,34.094601,563,35.99258
IRL,2013,Female,35-44,37.5,624,36.14233,568,36.92905
IRL,2013,Female,35-44,40,627,38.64027,561,38.617699
IRL,2013,Female,35-44,42.5,626,41.368038,567,40.8694
IRL,2013,Female,35-44,45,624,43.218319,565,43.839378
IRL,2013,Female,35-44,47.5,627,46.697498,564,46.475769
IRL,2013,Female,35-44,50,626,48.54385,566,46.371979
IRL,2013,Female,35-44,52.5,626,50.523762,565,50.737282
IRL,2013,Female,35-44,55,626,53.81683,565,51.95089
IRL,2013,Female,35-44,57.5,625,55.140461,564,53.5355
IRL,2013,Female,35-44,60,627,58.23624,566,55.711609
IRL,2013,Female,35-44,62.5,626,60.666641,564,58.022381
IRL,2013,Female,35-44,65,625,62.642132,566,58.952358
IRL,2013,Female,35-44,67.5,626,65.346062,563,61.215611
IRL,2013,Female,35-44,70,626,67.716499,563,64.920921
IRL,2013,Female,35-44,72.5,624,70.356163,567,66.381187
IRL,2013,Female,35-44,75,628,73.34346,566,69.357307
IRL,2013,Female,35-44,77.5,626,75.323677,565,70.290977
IRL,2013,Female,35-44,80,624,77.616302,562,72.612747
IRL,2013,Female,35-44,82.5,626,79.842369,567,75.552277
IRL,2013,Female,35-44,85,626,82.824348,563,77.24939
IRL,2013,Female,35-44,87.5,625,84.998283,566,78.662552
IRL,2013,Female,35-44,90,626,87.58165,566,81.706207
IRL,2013,Female,35-44,92.5,627,90.140251,563,83.683327
IRL,2013,Female,35-44,95,625,92.137573,566,84.394073
IRL,2013,Female,35-44,97.5,616,95.069481,555,88.774002
IRL,2013,Female,35-44,99,376,97.613953,339,90.552406
IRL,2013,Female,35-44,99.9,226,99.227333,201,95.068161
IRL,2013,Female,35-44,100,29,,29,
IRL,2013,Female,45-55,2.5,464,5.1307812,257,19.799419
IRL,2013,Female,45-55,5,466,6.3182111,259,20.186649
IRL,2013,Female,45-55,7.5,469,8.3214436,259,17.066589
IRL,2013,Female,45-55,10,466,11.17412,259,21.32716
IRL,2013,Female,45-55,12.5,467,12.72086,259,21.05584
IRL,2013,Female,45-55,15,469,15.41979,259,21.178749
IRL,2013,Female,45-55,17.5,466,17.58251,259,23.584101
IRL,2013,Female,45-55,20,469,19.62104,259,24.414619
IRL,2013,Female,45-55,22.5,467,22.988689,260,27.520981
IRL,2013,Female,45-55,25,467,24.35482,259,28.520559
IRL,2013,Female,45-55,27.5,468,27.008169,259,28.796181
IRL,2013,Female,45-55,30,468,28.241501,259,32.412369
IRL,2013,Female,45-55,32.5,468,31.233259,259,30.90279
IRL,2013,Female,45-55,35,466,33.620411,259,34.096889
IRL,2013,Female,45-55,37.5,468,35.926971,259,34.06089
IRL,2013,Female,45-55,40,468,38.245811,259,36.780109
IRL,2013,Female,45-55,42.5,467,40.040329,260,41.090172
IRL,2013,Female,45-55,45,468,43.86628,259,42.407318
IRL,2013,Female,45-55,47.5,469,46.22261,259,43.559952
IRL,2013,Female,45-55,50,466,48.29356,259,45.38586
IRL,2013,Female,45-55,52.5,466,50.718552,260,48.134541
IRL,2013,Female,45-55,55,468,53.01944,259,49.411301
IRL,2013,Female,45-55,57.5,468,55.568119,259,51.256458
IRL,2013,Female,45-55,60,468,57.892208,259,54.42482
IRL,2013,Female,45-55,62.5,468,60.276482,260,58.611931
IRL,2013,Female,45-55,65,468,63.574459,259,58.046558
IRL,2013,Female,45-55,67.5,466,65.279572,259,62.565609
IRL,2013,Female,45-55,70,468,68.168282,259,64.506607
IRL,2013,Female,45-55,72.5,467,70.59552,259,65.614563
IRL,2013,Female,45-55,75,469,72.562553,259,66.379929
IRL,2013,Female,45-55,77.5,467,75.198822,259,71.1436
IRL,2013,Female,45-55,80,468,77.33654,259,72.473862
IRL,2013,Female,45-55,82.5,467,79.935799,260,75.873619
IRL,2013,Female,45-55,85,467,83.44368,259,80.70578
IRL,2013,Female,45-55,87.5,468,85.670547,259,82.936417
IRL,2013,Female,45-55,90,468,88.18351,259,83.175667
IRL,2013,Female,45-55,92.5,467,90.597382,259,87.055794
IRL,2013,Female,45-55,95,469,92.990913,259,88.825287
IRL,2013,Female,45-55,97.5,456,95.606041,253,89.973839
IRL,2013,Female,45-55,99,280,97.242706,155,94.158577
IRL,2013,Female,45-55,99.9,170,99.247993,96,98.945747
IRL,2013,Female,45-55,100,23,,12,
IRL,2013,Male,25-34,2.5,541,6.4148798,452,26.37685
IRL,2013,Male,25-34,5,545,8.9465466,458,27.195471
IRL,2013,Male,25-34,7.5,544,11.73722,459,28.673349
IRL,2013,Male,25-34,10,544,13.73177,455,29.303801
IRL,2013,Male,25-34,12.5,545,16.467331,458,30.678511
IRL,2013,Male,25-34,15,544,18.082081,459,31.66214
IRL,2013,Male,25-34,17.5,544,20.29932,457,33.622261
IRL,2013,Male,25-34,20,544,22.49412,455,35.058441
IRL,2013,Male,25-34,22.5,545,25.00724,459,33.48193
IRL,2013,Male,25-34,25,544,27.43191,456,35.633739
IRL,2013,Male,25-34,27.5,545,27.780729,457,38.71468
IRL,2013,Male,25-34,30,545,29.428301,458,37.79562
IRL,2013,Male,25-34,32.5,543,32.8503,456,38.44873
IRL,2013,Male,25-34,35,545,35.69949,459,37.113159
IRL,2013,Male,25-34,37.5,546,36.90081,458,40.23671
IRL,2013,Male,25-34,40,542,37.762669,455,41.11129
IRL,2013,Male,25-34,42.5,545,41.054939,458,39.71825
IRL,2013,Male,25-34,45,545,44.164341,458,39.95034
IRL,2013,Male,25-34,47.5,544,44.459122,457,41.526951
IRL,2013,Male,25-34,50,544,45.936378,458,42.293121
IRL,2013,Male,25-34,52.5,545,48.88279,456,42.96452
IRL,2013,Male,25-34,55,544,51.35284,457,45.165218
IRL,2013,Male,25-34,57.5,545,53.989819,458,46.909721
IRL,2013,Male,25-34,60,544,57.089062,457,50.055641
IRL,2013,Male,25-34,62.5,543,59.21172,456,51.47208
IRL,2013,Male,25-34,65,546,61.78384,458,53.32399
IRL,2013,Male,25-34,67.5,545,63.981098,459,55.249451
IRL,2013,Male,25-34,70,544,65.66584,455,56.785851
IRL,2013,Male,25-34,72.5,544,68.843063,459,59.660931
IRL,2013,Male,25-34,75,545,70.937134,458,61.171169
IRL,2013,Male,25-34,77.5,544,73.495949,455,64.026047
IRL,2013,Male,25-34,80,543,75.648102,458,65.554893
IRL,2013,Male,25-34,82.5,546,78.231819,456,68.008202
IRL,2013,Male,25-34,85,544,81.181137,457,71.932983
IRL,2013,Male,25-34,87.5,544,84.063553,459,77.017082
IRL,2013,Male,25-34,90,544,86.622803,458,78.937683
IRL,2013,Male,25-34,92.5,545,89.370552,455,80.058449
IRL,2013,Male,25-34,95,544,91.523247,459,83.799744
IRL,2013,Male,25-34,97.5,537,94.785767,450,88.738823
IRL,2013,Male,25-34,99,326,96.765259,274,89.978447
IRL,2013,Male,25-34,99.9,197,98.092293,165,93.615677
IRL,2013,Male,25-34,100,26,,21,
IRL,2013,Male,25-55,2.5,1617,5.1423321,1269,20.785681
IRL,2013,Male,25-55,5,1632,7.5864148,1285,22.122829
IRL,2013,Male,25-55,7.5,1629,9.8228769,1282,23.50602
IRL,2013,Male,25-55,10,1632,11.86841,1282,24.11742
IRL,2013,Male,25-55,12.5,1631,14.2424,1281,25.9289
IRL,2013,Male,25-55,15,1631,16.6527,1285,27.483749
IRL,2013,Male,25-55,17.5,1628,18.88455,1283,28.473579
IRL,2013,Male,25-55,20,1630,20.856529,1282,29.32807
IRL,2013,Male,25-55,22.5,1632,22.8634,1283,29.384781
IRL,2013,Male,25-55,25,1631,25.49519,1279,30.222549
IRL,2013,Male,25-55,27.5,1632,27.14905,1283,32.351589
IRL,2013,Male,25-55,30,1632,28.799549,1283,32.88142
IRL,2013,Male,25-55,32.5,1629,32.024391,1282,33.73167
IRL,2013,Male,25-55,35,1630,34.72142,1286,34.95018
IRL,2013,Male,25-55,37.5,1634,36.851879,1282,37.156059
IRL,2013,Male,25-55,40,1625,38.178391,1281,37.633492
IRL,2013,Male,25-55,42.5,1634,41.041,1281,39.664619
IRL,2013,Male,25-55,45,1630,43.59272,1285,40.794659
IRL,2013,Male,25-55,47.5,1632,45.430672,1281,42.400421
IRL,2013,Male,25-55,50,1628,47.25116,1282,43.733978
IRL,2013,Male,25-55,52.5,1633,50.09581,1284,45.590481
IRL,2013,Male,25-55,55,1632,52.404381,1281,48.35231
IRL,2013,Male,25-55,57.5,1630,55.22974,1285,50.118389
IRL,2013,Male,25-55,60,1631,57.763149,1279,52.584099
IRL,2013,Male,25-55,62.5,1628,59.72456,1283,54.7342
IRL,2013,Male,25-55,65,1634,62.606758,1282,56.791431
IRL,2013,Male,25-55,67.5,1630,64.671768,1286,58.834068
IRL,2013,Male,25-55,70,1629,67.067284,1281,61.79493
IRL,2013,Male,25-55,72.5,1632,69.629807,1284,64.112007
IRL,2013,Male,25-55,75,1631,72.062187,1282,66.585136
IRL,2013,Male,25-55,77.5,1632,74.78862,1280,69.408012
IRL,2013,Male,25-55,80,1626,77.231201,1285,71.285339
IRL,2013,Male,25-55,82.5,1636,79.688316,1280,72.895973
IRL,2013,Male,25-55,85,1628,82.240562,1283,76.862251
IRL,2013,Male,25-55,87.5,1631,84.940697,1285,79.49662
IRL,2013,Male,25-55,90,1629,87.201843,1281,81.61528
IRL,2013,Male,25-55,92.5,1634,89.900543,1282,83.641411
IRL,2013,Male,25-55,95,1629,92.091347,1282,85.995934
IRL,2013,Male,25-55,97.5,1604,95.01178,1261,90.039307
IRL,2013,Male,25-55,99,978,97.376808,767,92.630653
IRL,2013,Male,25-55,99.9,590,98.807198,464,94.994217
IRL,2013,Male,25-55,100,77,99.81266,62,95.335274
IRL,2013,Male,35-44,2.5,638,4.5858378,565,17.95237
IRL,2013,Male,35-44,5,642,6.9506049,572,20.425119
IRL,2013,Male,35-44,7.5,641,9.1183567,568,21.66466
IRL,2013,Male,35-44,10,643,11.16282,572,22.40659
IRL,2013,Male,35-44,12.5,643,13.32463,568,24.53034
IRL,2013,Male,35-44,15,642,16.18,570,26.188841
IRL,2013,Male,35-44,17.5,640,18.10078,571,26.52487
IRL,2013,Male,35-44,20,643,20.8097,572,27.064301
IRL,2013,Male,35-44,22.5,642,22.580629,569,27.72122
IRL,2013,Male,35-44,25,645,24.601391,570,28.48172
IRL,2013,Male,35-44,27.5,642,27.027731,569,29.482639
IRL,2013,Male,35-44,30,641,28.46615,571,30.68643
