country,year,gender,age,pct_year_t_log_earnings,Npermearnaltranktp1,avg_pct_year_t_1_log_inc,Npermearnaltranktp5,avg_pct_year_t_5_log_inc
IRL,2014,Female,45-55,95,486,92.90905,264,90.044724
IRL,2014,Female,45-55,97.5,472,95.38002,259,90.965683
IRL,2014,Female,45-55,99,291,97.471077,159,93.08149
IRL,2014,Female,45-55,99.9,175,99.249893,97,95.708221
IRL,2014,Female,45-55,100,22,,12,
IRL,2014,Male,25-34,2.5,539,6.5267,450,24.738489
IRL,2014,Male,25-34,5,542,9.3510971,455,26.92761
IRL,2014,Male,25-34,7.5,542,11.23618,453,26.971149
IRL,2014,Male,25-34,10,543,13.63148,455,30.438931
IRL,2014,Male,25-34,12.5,546,15.55425,454,32.006908
IRL,2014,Male,25-34,15,541,18.29789,452,30.669279
IRL,2014,Male,25-34,17.5,544,21.057899,455,34.74511
IRL,2014,Male,25-34,20,542,21.60619,455,34.791592
IRL,2014,Male,25-34,22.5,543,25.18746,452,36.053928
IRL,2014,Male,25-34,25,545,27.422119,456,35.381618
IRL,2014,Male,25-34,27.5,541,29.79319,453,38.746151
IRL,2014,Male,25-34,30,543,31.642269,453,38.565022
IRL,2014,Male,25-34,32.5,545,33.170189,454,38.239071
IRL,2014,Male,25-34,35,542,34.624271,454,40.609402
IRL,2014,Male,25-34,37.5,541,35.867451,454,39.862671
IRL,2014,Male,25-34,40,544,39.556381,455,41.853298
IRL,2014,Male,25-34,42.5,545,40.56292,453,39.86618
IRL,2014,Male,25-34,45,542,42.662979,453,42.07658
IRL,2014,Male,25-34,47.5,543,44.374371,455,42.534729
IRL,2014,Male,25-34,50,543,48.239861,455,43.781052
IRL,2014,Male,25-34,52.5,542,50.186859,452,43.656841
IRL,2014,Male,25-34,55,543,52.640369,455,45.1964
IRL,2014,Male,25-34,57.5,543,54.659191,453,45.871811
IRL,2014,Male,25-34,60,542,55.76429,454,48.719151
IRL,2014,Male,25-34,62.5,545,58.687809,453,53.615311
IRL,2014,Male,25-34,65,543,61.890251,454,52.889149
IRL,2014,Male,25-34,67.5,541,63.31855,455,51.655418
IRL,2014,Male,25-34,70,545,64.961342,454,56.28231
IRL,2014,Male,25-34,72.5,543,67.67572,453,58.08688
IRL,2014,Male,25-34,75,541,70.105583,455,61.126289
IRL,2014,Male,25-34,77.5,546,72.551079,454,64.533157
IRL,2014,Male,25-34,80,540,76.402107,454,66.39122
IRL,2014,Male,25-34,82.5,544,78.434853,453,69.233238
IRL,2014,Male,25-34,85,544,80.787552,454,71.324219
IRL,2014,Male,25-34,87.5,541,83.688782,454,74.74855
IRL,2014,Male,25-34,90,546,86.228882,454,76.747269
IRL,2014,Male,25-34,92.5,543,88.901466,454,81.567467
IRL,2014,Male,25-34,95,541,91.735817,454,83.006653
IRL,2014,Male,25-34,97.5,535,94.168388,446,86.55378
IRL,2014,Male,25-34,99,326,96.710693,271,89.466309
IRL,2014,Male,25-34,99.9,195,98.676811,164,92.213943
IRL,2014,Male,25-34,100,26,,23,
IRL,2014,Male,25-55,2.5,1668,5.1134391,1310,19.90019
IRL,2014,Male,25-55,5,1682,7.4217281,1323,21.5693
IRL,2014,Male,25-55,7.5,1681,9.6263828,1320,23.373341
IRL,2014,Male,25-55,10,1683,12.07465,1324,25.17984
IRL,2014,Male,25-55,12.5,1686,14.1242,1320,26.12735
IRL,2014,Male,25-55,15,1680,16.4219,1322,27.928301
IRL,2014,Male,25-55,17.5,1684,18.928209,1323,30.018881
IRL,2014,Male,25-55,20,1678,20.90064,1321,30.287029
IRL,2014,Male,25-55,22.5,1686,23.601139,1320,30.52598
IRL,2014,Male,25-55,25,1685,25.459709,1323,29.680071
IRL,2014,Male,25-55,27.5,1680,27.95154,1321,32.26313
IRL,2014,Male,25-55,30,1680,30.04892,1323,33.19384
IRL,2014,Male,25-55,32.5,1688,32.377411,1318,33.682411
IRL,2014,Male,25-55,35,1680,34.113251,1324,35.622829
IRL,2014,Male,25-55,37.5,1679,35.78347,1320,35.701031
IRL,2014,Male,25-55,40,1684,39.126678,1325,38.341282
IRL,2014,Male,25-55,42.5,1684,40.594608,1320,38.93676
IRL,2014,Male,25-55,45,1684,43.062069,1322,40.919289
IRL,2014,Male,25-55,47.5,1680,45.190731,1322,42.787048
IRL,2014,Male,25-55,50,1685,48.06554,1322,43.769241
IRL,2014,Male,25-55,52.5,1681,50.288971,1320,45.40649
IRL,2014,Male,25-55,55,1680,52.731861,1323,47.61031
IRL,2014,Male,25-55,57.5,1685,55.1763,1321,49.630459
IRL,2014,Male,25-55,60,1678,57.293171,1322,51.953331
IRL,2014,Male,25-55,62.5,1687,59.697632,1321,55.248829
IRL,2014,Male,25-55,65,1682,62.331081,1320,56.27792
IRL,2014,Male,25-55,67.5,1679,64.595718,1326,58.09539
IRL,2014,Male,25-55,70,1688,66.879761,1317,60.82542
IRL,2014,Male,25-55,72.5,1680,69.421928,1324,63.52327
IRL,2014,Male,25-55,75,1681,71.944023,1322,66.695648
IRL,2014,Male,25-55,77.5,1685,74.54557,1322,69.790802
IRL,2014,Male,25-55,80,1678,77.356483,1323,71.814613
IRL,2014,Male,25-55,82.5,1685,79.456123,1318,73.558937
IRL,2014,Male,25-55,85,1684,82.206444,1323,76.365311
IRL,2014,Male,25-55,87.5,1680,84.630577,1322,79.410072
IRL,2014,Male,25-55,90,1685,87.28273,1323,81.669243
IRL,2014,Male,25-55,92.5,1684,89.734589,1321,83.890244
IRL,2014,Male,25-55,95,1680,92.296997,1321,86.357368
IRL,2014,Male,25-55,97.5,1655,94.858521,1298,89.635933
IRL,2014,Male,25-55,99,1007,97.344299,792,92.270241
IRL,2014,Male,25-55,99.9,609,99.047348,477,94.814636
IRL,2014,Male,25-55,100,80,99.845139,65,96.579903
IRL,2014,Male,35-44,2.5,669,4.4241629,595,18.06192
IRL,2014,Male,35-44,5,674,6.6053171,601,19.696381
IRL,2014,Male,35-44,7.5,673,8.8432636,599,22.043579
IRL,2014,Male,35-44,10,675,11.67748,601,24.14076
IRL,2014,Male,35-44,12.5,675,14.35986,598,24.35631
IRL,2014,Male,35-44,15,673,16.23638,602,27.84231
IRL,2014,Male,35-44,17.5,674,18.07419,600,28.39035
IRL,2014,Male,35-44,20,672,20.96583,599,29.06304
IRL,2014,Male,35-44,22.5,675,23.220329,600,28.36706
IRL,2014,Male,35-44,25,676,24.303301,600,27.335461
IRL,2014,Male,35-44,27.5,672,27.0653,600,29.26827
IRL,2014,Male,35-44,30,675,28.880791,601,30.356091
IRL,2014,Male,35-44,32.5,675,32.157219,597,31.829651
IRL,2014,Male,35-44,35,672,33.705349,602,33.390499
IRL,2014,Male,35-44,37.5,674,35.958881,599,33.44886
IRL,2014,Male,35-44,40,673,38.963539,602,36.567631
IRL,2014,Male,35-44,42.5,675,40.55249,599,38.770439
IRL,2014,Male,35-44,45,674,43.32629,600,39.937019
IRL,2014,Male,35-44,47.5,674,45.27544,600,43.110001
IRL,2014,Male,35-44,50,675,48.040199,600,42.98851
IRL,2014,Male,35-44,52.5,673,50.146141,600,45.590519
IRL,2014,Male,35-44,55,674,52.76997,601,48.284538
IRL,2014,Male,35-44,57.5,674,55.497028,599,50.84766
IRL,2014,Male,35-44,60,674,58.031651,600,52.812248
IRL,2014,Male,35-44,62.5,674,59.841949,600,55.23838
IRL,2014,Male,35-44,65,674,62.443501,599,57.852039
IRL,2014,Male,35-44,67.5,672,65.002579,603,60.829472
IRL,2014,Male,35-44,70,676,67.632751,596,62.34634
IRL,2014,Male,35-44,72.5,674,70.1203,602,65.772087
IRL,2014,Male,35-44,75,673,72.721039,599,69.271606
IRL,2014,Male,35-44,77.5,675,75.123253,601,72.513847
IRL,2014,Male,35-44,80,672,77.63044,601,73.971123
IRL,2014,Male,35-44,82.5,675,79.691368,598,74.648033
IRL,2014,Male,35-44,85,674,82.720161,601,78.537109
IRL,2014,Male,35-44,87.5,673,85.100197,600,81.601463
IRL,2014,Male,35-44,90,674,87.501534,601,83.854462
IRL,2014,Male,35-44,92.5,676,89.889687,599,84.878906
IRL,2014,Male,35-44,95,673,92.669159,599,87.79287
IRL,2014,Male,35-44,97.5,664,95.303917,591,90.613586
IRL,2014,Male,35-44,99,403,97.499496,359,93.324142
IRL,2014,Male,35-44,99.9,244,99.247353,216,96.31707
IRL,2014,Male,35-44,100,32,99.883652,30,98.052567
IRL,2014,Male,45-55,2.5,460,4.4599109,265,15.81164
IRL,2014,Male,45-55,5,466,6.3585148,267,16.653931
IRL,2014,Male,45-55,7.5,466,8.8850317,268,20.264099
IRL,2014,Male,45-55,10,465,10.8332,268,18.58132
IRL,2014,Male,45-55,12.5,465,12.10297,268,20.119011
IRL,2014,Male,45-55,15,466,14.51192,268,23.49861
IRL,2014,Male,45-55,17.5,466,17.677271,268,25.64086
IRL,2014,Male,45-55,20,464,19.98205,267,25.35667
IRL,2014,Male,45-55,22.5,468,22.309851,268,26.03611
IRL,2014,Male,45-55,25,464,24.83947,267,25.211361
IRL,2014,Male,45-55,27.5,467,27.09334,268,28.00983
IRL,2014,Male,45-55,30,462,29.882919,269,30.488779
IRL,2014,Male,45-55,32.5,468,31.77177,267,30.07708
IRL,2014,Male,45-55,35,466,34.107121,268,32.189838
IRL,2014,Male,45-55,37.5,464,35.430759,267,33.677311
IRL,2014,Male,45-55,40,467,38.861252,268,36.362801
IRL,2014,Male,45-55,42.5,464,40.693119,268,37.737511
IRL,2014,Male,45-55,45,468,43.143749,269,41.161331
IRL,2014,Male,45-55,47.5,463,46.024849,267,42.491291
IRL,2014,Male,45-55,50,467,47.899479,267,45.503559
IRL,2014,Male,45-55,52.5,466,50.61401,268,47.945389
IRL,2014,Male,45-55,55,463,52.783669,267,50.20623
IRL,2014,Male,45-55,57.5,468,55.314369,269,53.249691
IRL,2014,Male,45-55,60,462,58.009441,268,55.509159
IRL,2014,Male,45-55,62.5,468,60.665741,268,58.03336
IRL,2014,Male,45-55,65,465,62.682899,267,58.508652
IRL,2014,Male,45-55,67.5,466,65.49173,268,62.877258
IRL,2014,Male,45-55,70,467,68.028633,267,65.155388
IRL,2014,Male,45-55,72.5,463,70.453232,269,67.645576
IRL,2014,Male,45-55,75,467,72.954033,268,70.393623
IRL,2014,Male,45-55,77.5,464,76.052147,267,72.601349
IRL,2014,Male,45-55,80,466,78.067307,268,76.165977
IRL,2014,Male,45-55,82.5,466,80.307587,267,78.458862
IRL,2014,Male,45-55,85,466,83.11982,268,80.034752
IRL,2014,Male,45-55,87.5,466,85.045723,268,82.400749
IRL,2014,Male,45-55,90,465,88.203003,268,85.106728
IRL,2014,Male,45-55,92.5,465,90.481972,268,85.615341
IRL,2014,Male,45-55,95,466,92.411011,268,88.825127
IRL,2014,Male,45-55,97.5,456,95.019669,261,92.688988
IRL,2014,Male,45-55,99,278,97.862343,162,94.625298
IRL,2014,Male,45-55,99.9,170,99.185318,97,95.866074
IRL,2014,Male,45-55,100,22,,12,
IRL,2015,All genders,25-34,2.5,1085,6.5571089,913,24.5968
IRL,2015,All genders,25-34,5,1092,9.4900246,921,28.878799
IRL,2015,All genders,25-34,7.5,1092,11.58956,923,28.031811
IRL,2015,All genders,25-34,10,1091,14.24663,921,31.628559
IRL,2015,All genders,25-34,12.5,1094,15.39264,922,30.55028
IRL,2015,All genders,25-34,15,1095,17.141609,921,30.18688
IRL,2015,All genders,25-34,17.5,1090,19.68004,922,31.65473
IRL,2015,All genders,25-34,20,1089,21.68218,919,34.194969
IRL,2015,All genders,25-34,22.5,1098,24.06953,924,34.030849
IRL,2015,All genders,25-34,25,1089,26.380699,922,36.181278
IRL,2015,All genders,25-34,27.5,1092,28.068569,924,35.537979
IRL,2015,All genders,25-34,30,1092,30.990511,919,36.79702
IRL,2015,All genders,25-34,32.5,1093,33.130409,922,37.805222
IRL,2015,All genders,25-34,35,1094,34.792179,921,38.02351
IRL,2015,All genders,25-34,37.5,1090,36.506081,922,39.90134
IRL,2015,All genders,25-34,40,1091,38.891941,920,38.754372
IRL,2015,All genders,25-34,42.5,1094,40.658501,926,40.73349
IRL,2015,All genders,25-34,45,1096,43.934719,919,40.845161
IRL,2015,All genders,25-34,47.5,1089,44.645,923,43.12376
IRL,2015,All genders,25-34,50,1092,47.978729,921,45.555691
IRL,2015,All genders,25-34,52.5,1093,48.916111,922,46.549259
IRL,2015,All genders,25-34,55,1089,51.923641,923,47.11161
IRL,2015,All genders,25-34,57.5,1096,54.415009,919,48.386219
IRL,2015,All genders,25-34,60,1092,57.119019,923,50.743568
IRL,2015,All genders,25-34,62.5,1093,59.222519,922,51.523529
IRL,2015,All genders,25-34,65,1090,60.814011,923,53.019218
IRL,2015,All genders,25-34,67.5,1094,63.63443,921,56.149639
IRL,2015,All genders,25-34,70,1091,66.068092,921,56.676411
IRL,2015,All genders,25-34,72.5,1094,68.676208,920,59.204151
IRL,2015,All genders,25-34,75,1092,71.086433,924,62.442471
IRL,2015,All genders,25-34,77.5,1089,73.855217,922,64.407249
IRL,2015,All genders,25-34,80,1095,76.203667,919,68.954376
IRL,2015,All genders,25-34,82.5,1092,78.845619,924,69.746483
IRL,2015,All genders,25-34,85,1090,81.210762,922,72.104134
IRL,2015,All genders,25-34,87.5,1095,84.075394,922,74.641037
IRL,2015,All genders,25-34,90,1092,86.706444,921,77.400146
IRL,2015,All genders,25-34,92.5,1093,88.937073,921,79.025223
IRL,2015,All genders,25-34,95,1092,91.142143,923,80.954567
IRL,2015,All genders,25-34,97.5,1076,94.3675,905,85.234917
IRL,2015,All genders,25-34,99,657,96.859581,553,87.982689
IRL,2015,All genders,25-34,99.9,393,98.67086,331,91.617439
IRL,2015,All genders,25-34,100,51,99.79866,45,95.37204
IRL,2015,All genders,25-55,2.5,3444,5.3273602,2700,20.16053
IRL,2015,All genders,25-55,5,3472,7.7778049,2719,22.574051
IRL,2015,All genders,25-55,7.5,3471,9.7725601,2723,23.268749
IRL,2015,All genders,25-55,10,3469,12.378,2722,25.24308
IRL,2015,All genders,25-55,12.5,3471,13.95608,2719,25.71249
IRL,2015,All genders,25-55,15,3476,15.89238,2721,26.00584
IRL,2015,All genders,25-55,17.5,3471,18.403509,2725,27.05142
IRL,2015,All genders,25-55,20,3467,20.727131,2720,28.42267
IRL,2015,All genders,25-55,22.5,3478,22.90346,2721,29.70208
IRL,2015,All genders,25-55,25,3463,25.29216,2723,30.80932
IRL,2015,All genders,25-55,27.5,3472,27.296841,2724,31.266439
IRL,2015,All genders,25-55,30,3472,29.910339,2718,33.006882
IRL,2015,All genders,25-55,32.5,3472,32.058701,2721,34.17598
IRL,2015,All genders,25-55,35,3473,34.14035,2725,35.39146
IRL,2015,All genders,25-55,37.5,3469,35.914688,2722,37.012569
IRL,2015,All genders,25-55,40,3468,38.667309,2719,37.99226
IRL,2015,All genders,25-55,42.5,3476,40.792801,2726,39.712212
IRL,2015,All genders,25-55,45,3474,43.30674,2717,41.227921
IRL,2015,All genders,25-55,47.5,3466,45.229229,2724,42.8447
IRL,2015,All genders,25-55,50,3468,48.115261,2724,45.763691
IRL,2015,All genders,25-55,52.5,3477,50.008228,2721,47.46801
IRL,2015,All genders,25-55,55,3467,52.645481,2724,48.82391
IRL,2015,All genders,25-55,57.5,3473,55.115921,2717,50.875622
IRL,2015,All genders,25-55,60,3475,57.585571,2725,52.75589
IRL,2015,All genders,25-55,62.5,3468,59.88419,2719,54.664749
IRL,2015,All genders,25-55,65,3469,62.017109,2723,56.788319
IRL,2015,All genders,25-55,67.5,3474,64.847321,2725,59.642551
IRL,2015,All genders,25-55,70,3471,67.344276,2720,61.474171
IRL,2015,All genders,25-55,72.5,3473,69.802071,2719,64.13063
IRL,2015,All genders,25-55,75,3469,72.144669,2725,66.649246
IRL,2015,All genders,25-55,77.5,3466,74.947533,2722,68.799362
IRL,2015,All genders,25-55,80,3476,77.189888,2719,72.017067
IRL,2015,All genders,25-55,82.5,3469,79.758453,2722,73.662453
IRL,2015,All genders,25-55,85,3471,82.371368,2725,76.594337
IRL,2015,All genders,25-55,87.5,3474,84.989517,2721,78.498413
IRL,2015,All genders,25-55,90,3471,87.384773,2719,80.92524
IRL,2015,All genders,25-55,92.5,3471,89.707939,2722,83.304413
IRL,2015,All genders,25-55,95,3470,92.118683,2723,85.1353
IRL,2015,All genders,25-55,97.5,3417,94.978371,2671,88.572762
IRL,2015,All genders,25-55,99,2082,97.391037,1634,91.549278
IRL,2015,All genders,25-55,99.9,1254,98.953293,981,94.432098
IRL,2015,All genders,25-55,100,164,99.877327,133,96.059982
IRL,2015,All genders,35-44,2.5,1379,4.7405949,1227,18.026079
IRL,2015,All genders,35-44,5,1391,7.3329539,1235,19.619539
IRL,2015,All genders,35-44,7.5,1390,9.1367865,1235,21.43544
IRL,2015,All genders,35-44,10,1388,11.91862,1237,22.779039
IRL,2015,All genders,35-44,12.5,1389,13.48513,1234,23.91235
IRL,2015,All genders,35-44,15,1389,15.59313,1236,25.01811
IRL,2015,All genders,35-44,17.5,1390,17.895519,1240,24.884821
IRL,2015,All genders,35-44,20,1389,20.62834,1236,25.596861
IRL,2015,All genders,35-44,22.5,1390,22.437361,1233,28.35276
IRL,2015,All genders,35-44,25,1389,25.107719,1235,28.649429
IRL,2015,All genders,35-44,27.5,1388,27.012461,1237,29.49691
IRL,2015,All genders,35-44,30,1389,29.70223,1235,31.67119
IRL,2015,All genders,35-44,32.5,1390,31.769911,1235,32.947529
IRL,2015,All genders,35-44,35,1389,34.080521,1242,35.015759
IRL,2015,All genders,35-44,37.5,1390,35.484421,1234,35.549839
IRL,2015,All genders,35-44,40,1387,38.877289,1235,37.757259
IRL,2015,All genders,35-44,42.5,1392,40.781818,1236,39.131248
IRL,2015,All genders,35-44,45,1388,43.356838,1235,41.639542
IRL,2015,All genders,35-44,47.5,1388,45.124691,1236,42.784458
IRL,2015,All genders,35-44,50,1392,48.177341,1237,46.313492
IRL,2015,All genders,35-44,52.5,1390,50.142101,1236,47.96487
IRL,2015,All genders,35-44,55,1388,53.00972,1236,49.11134
IRL,2015,All genders,35-44,57.5,1388,55.47002,1235,51.482262
IRL,2015,All genders,35-44,60,1392,57.68705,1237,53.60574
IRL,2015,All genders,35-44,62.5,1386,59.978321,1234,55.924091
IRL,2015,All genders,35-44,65,1391,62.22266,1234,58.238941
IRL,2015,All genders,35-44,67.5,1389,65.28286,1242,61.28941
IRL,2015,All genders,35-44,70,1390,67.767967,1235,63.3456
IRL,2015,All genders,35-44,72.5,1389,70.25486,1235,66.772324
IRL,2015,All genders,35-44,75,1388,72.391327,1237,68.280487
IRL,2015,All genders,35-44,77.5,1389,75.335472,1235,70.399834
IRL,2015,All genders,35-44,80,1389,77.552353,1235,73.324318
IRL,2015,All genders,35-44,82.5,1390,79.927437,1234,74.720428
IRL,2015,All genders,35-44,85,1390,82.78788,1240,78.49501
IRL,2015,All genders,35-44,87.5,1387,85.29908,1235,80.137733
IRL,2015,All genders,35-44,90,1391,87.387138,1235,82.02874
IRL,2015,All genders,35-44,92.5,1388,89.932854,1237,84.875328
IRL,2015,All genders,35-44,95,1390,92.411331,1235,86.746773
IRL,2015,All genders,35-44,97.5,1371,95.062981,1215,89.453644
IRL,2015,All genders,35-44,99,832,97.461929,741,92.797058
IRL,2015,All genders,35-44,99.9,501,99.042633,446,95.696167
IRL,2015,All genders,35-44,100,66,99.921967,60,97.373932
IRL,2015,All genders,45-55,2.5,980,4.7915149,560,17.60457
IRL,2015,All genders,45-55,5,989,6.5129352,563,18.74128
IRL,2015,All genders,45-55,7.5,989,8.6598806,565,19.495001
IRL,2015,All genders,45-55,10,990,10.96278,564,20.219999
IRL,2015,All genders,45-55,12.5,988,13.02749,563,21.73547
IRL,2015,All genders,45-55,15,992,14.93246,564,21.342899
IRL,2015,All genders,45-55,17.5,991,17.711969,563,24.2847
IRL,2015,All genders,45-55,20,989,19.814251,565,25.215521
IRL,2015,All genders,45-55,22.5,990,22.26461,564,25.560101
IRL,2015,All genders,45-55,25,985,24.34878,566,26.771391
IRL,2015,All genders,45-55,27.5,992,26.84523,563,28.143881
IRL,2015,All genders,45-55,30,991,29.01178,564,29.75588
IRL,2015,All genders,45-55,32.5,989,31.28019,564,30.933029
IRL,2015,All genders,45-55,35,990,33.504009,562,31.90836
IRL,2015,All genders,45-55,37.5,989,35.867619,566,35.49588
IRL,2015,All genders,45-55,40,990,38.125591,564,37.26366
IRL,2015,All genders,45-55,42.5,990,40.95665,564,39.308609
IRL,2015,All genders,45-55,45,990,42.54129,563,40.949749
IRL,2015,All genders,45-55,47.5,989,46.019218,565,42.520599
IRL,2015,All genders,45-55,50,984,48.17897,566,44.900558
IRL,2015,All genders,45-55,52.5,994,51.021919,563,47.88179
IRL,2015,All genders,45-55,55,990,52.928822,565,50.992401
IRL,2015,All genders,45-55,57.5,989,55.395729,563,53.608421
IRL,2015,All genders,45-55,60,991,57.957119,565,54.18264
IRL,2015,All genders,45-55,62.5,989,60.483521,563,57.04874
IRL,2015,All genders,45-55,65,988,63.055012,566,59.772099
IRL,2015,All genders,45-55,67.5,991,65.575813,562,61.727211
IRL,2015,All genders,45-55,70,990,68.155769,564,65.210938
IRL,2015,All genders,45-55,72.5,990,70.410919,564,66.382179
IRL,2015,All genders,45-55,75,989,72.966949,564,69.963463
IRL,2015,All genders,45-55,77.5,988,75.606087,565,72.468307
IRL,2015,All genders,45-55,80,992,77.770981,565,74.141243
IRL,2015,All genders,45-55,82.5,987,80.530403,564,77.763168
IRL,2015,All genders,45-55,85,991,83.063713,563,79.761551
IRL,2015,All genders,45-55,87.5,992,85.56572,564,81.214592
IRL,2015,All genders,45-55,90,988,88.131172,563,84.271202
IRL,2015,All genders,45-55,92.5,990,90.243683,564,86.846802
IRL,2015,All genders,45-55,95,988,92.786308,565,88.442657
IRL,2015,All genders,45-55,97.5,970,95.5364,551,92.11264
IRL,2015,All genders,45-55,99,593,97.880371,340,94.630783
IRL,2015,All genders,45-55,99.9,360,99.137283,204,96.23539
IRL,2015,All genders,45-55,100,47,99.900017,28,
IRL,2015,Female,25-34,2.5,547,6.4047098,466,25.70796
IRL,2015,Female,25-34,5,552,10.0733,469,29.3626
IRL,2015,Female,25-34,7.5,552,11.7221,471,28.219339
IRL,2015,Female,25-34,10,550,14.43734,469,32.57571
IRL,2015,Female,25-34,12.5,553,15.54526,470,29.17091
IRL,2015,Female,25-34,15,553,17.267969,470,30.485491
IRL,2015,Female,25-34,17.5,550,19.187941,471,30.45657
IRL,2015,Female,25-34,20,550,21.35627,467,31.291
IRL,2015,Female,25-34,22.5,555,23.32604,472,32.581249
IRL,2015,Female,25-34,25,549,25.917919,469,34.446491
IRL,2015,Female,25-34,27.5,552,26.420271,472,33.477589
IRL,2015,Female,25-34,30,551,30.5058,468,36.699219
IRL,2015,Female,25-34,32.5,553,32.47176,470,37.23579
IRL,2015,Female,25-34,35,552,34.702629,471,36.800838
IRL,2015,Female,25-34,37.5,550,35.74342,470,39.286129
IRL,2015,Female,25-34,40,551,39.360538,467,39.201099
IRL,2015,Female,25-34,42.5,554,40.281219,473,42.097912
IRL,2015,Female,25-34,45,552,43.43214,469,41.328911
IRL,2015,Female,25-34,47.5,550,44.952801,471,43.369221
IRL,2015,Female,25-34,50,551,46.941639,468,44.285229
IRL,2015,Female,25-34,52.5,553,48.86602,471,47.56493
IRL,2015,Female,25-34,55,550,51.89864,471,47.011909
IRL,2015,Female,25-34,57.5,552,54.380638,469,49.624741
IRL,2015,Female,25-34,60,552,57.572529,470,52.83263
IRL,2015,Female,25-34,62.5,553,59.96249,470,53.3498
IRL,2015,Female,25-34,65,550,61.300289,470,54.413151
IRL,2015,Female,25-34,67.5,552,64.362053,471,58.454071
IRL,2015,Female,25-34,70,551,66.710022,469,56.74773
IRL,2015,Female,25-34,72.5,553,68.494781,469,60.291752
IRL,2015,Female,25-34,75,552,71.060051,472,63.707401
IRL,2015,Female,25-34,77.5,549,74.804321,469,65.510803
IRL,2015,Female,25-34,80,552,76.554459,468,68.342102
IRL,2015,Female,25-34,82.5,553,79.358307,471,69.603302
IRL,2015,Female,25-34,85,550,81.478104,471,71.559792
IRL,2015,Female,25-34,87.5,553,84.58432,470,75.502487
IRL,2015,Female,25-34,90,551,87.092216,470,77.493202
IRL,2015,Female,25-34,92.5,552,89.322746,469,77.595177
IRL,2015,Female,25-34,95,552,91.276337,471,79.87117
IRL,2015,Female,25-34,97.5,544,94.050903,461,84.610924
IRL,2015,Female,25-34,99,331,96.606911,282,87.010597
IRL,2015,Female,25-34,99.9,199,98.659737,169,90.638382
IRL,2015,Female,25-34,100,25,,23,
IRL,2015,Female,25-55,2.5,1714,5.363348,1350,20.679689
IRL,2015,Female,25-55,5,1729,8.170188,1359,22.977221
IRL,2015,Female,25-55,7.5,1733,9.9944248,1362,23.424129
IRL,2015,Female,25-55,10,1726,12.54557,1362,25.018259
IRL,2015,Female,25-55,12.5,1731,13.93904,1360,24.391121
IRL,2015,Female,25-55,15,1732,15.87427,1360,25.48489
IRL,2015,Female,25-55,17.5,1727,17.98628,1362,25.781139
IRL,2015,Female,25-55,20,1728,20.39109,1361,27.120119
IRL,2015,Female,25-55,22.5,1733,22.338921,1361,28.479139
IRL,2015,Female,25-55,25,1724,25.122959,1361,30.538931
IRL,2015,Female,25-55,27.5,1731,26.46109,1364,30.457951
IRL,2015,Female,25-55,30,1729,29.727631,1358,33.11285
IRL,2015,Female,25-55,32.5,1729,31.69615,1361,34.165508
IRL,2015,Female,25-55,35,1732,34.09095,1362,35.529289
IRL,2015,Female,25-55,37.5,1727,35.717571,1364,36.949589
IRL,2015,Female,25-55,40,1728,38.77829,1358,38.95047
IRL,2015,Female,25-55,42.5,1733,40.637871,1363,40.935699
IRL,2015,Female,25-55,45,1731,43.165039,1358,42.807549
IRL,2015,Female,25-55,47.5,1725,45.508862,1365,43.90062
IRL,2015,Female,25-55,50,1727,47.89706,1360,46.472382
IRL,2015,Female,25-55,52.5,1734,50.09993,1360,48.882381
IRL,2015,Female,25-55,55,1726,53.035259,1365,49.186241
IRL,2015,Female,25-55,57.5,1730,55.0564,1358,51.700569
IRL,2015,Female,25-55,60,1732,57.73753,1361,53.982479
IRL,2015,Female,25-55,62.5,1727,60.11758,1360,55.454189
IRL,2015,Female,25-55,65,1728,62.441509,1364,57.308701
IRL,2015,Female,25-55,67.5,1733,65.182663,1362,60.586361
IRL,2015,Female,25-55,70,1727,67.532288,1360,61.62315
IRL,2015,Female,25-55,72.5,1731,69.889763,1359,64.405884
IRL,2015,Female,25-55,75,1730,71.969307,1364,66.893089
IRL,2015,Female,25-55,77.5,1725,75.280006,1361,68.638741
IRL,2015,Female,25-55,80,1731,77.06385,1359,71.200447
IRL,2015,Female,25-55,82.5,1730,79.905823,1363,73.006447
IRL,2015,Female,25-55,85,1727,82.447273,1362,76.043617
IRL,2015,Female,25-55,87.5,1731,85.158867,1360,78.018021
IRL,2015,Female,25-55,90,1730,87.621674,1360,80.33889
IRL,2015,Female,25-55,92.5,1728,89.743027,1362,82.737869
IRL,2015,Female,25-55,95,1732,92.237267,1362,84.274742
IRL,2015,Female,25-55,97.5,1702,94.851303,1335,87.376106
IRL,2015,Female,25-55,99,1037,97.293053,817,90.580757
IRL,2015,Female,25-55,99.9,623,98.901543,491,93.93663
IRL,2015,Female,25-55,100,82,99.89357,66,96.927696
IRL,2015,Female,35-44,2.5,677,4.7273288,609,17.656031
IRL,2015,Female,35-44,5,682,7.6855431,612,18.72917
IRL,2015,Female,35-44,7.5,684,9.2264786,613,20.656071
IRL,2015,Female,35-44,10,680,11.91595,614,22.12447
IRL,2015,Female,35-44,12.5,683,13.165,612,22.632721
IRL,2015,Female,35-44,15,681,15.43431,613,23.17532
IRL,2015,Female,35-44,17.5,681,17.131599,613,23.68157
